,area,demand,demand_met,energy_purchased,energy_sold,panel_area,pct_dem_met,population,reward_risk,storage,total_prod,wind_mills
0,9400.0,0.311083333333,0.311083333333,1568751.26195,768054.080317,400.0,0.630972680988,50000.0,1.24358467207,500.0,8963.57397071,8.0
0,9400.0,0.315344444444,0.315344444444,1545354.95779,770386.964754,400.0,0.599371243484,50000.0,1.24745733742,600.0,8973.04540417,8.0
0,9400.0,0.318125,0.318125,1522631.3686,764201.748392,400.0,0.622685394676,50000.0,1.24473909897,700.0,8958.8349078,8.0
0,9400.0,0.321988888889,0.321988888889,1504324.37951,766859.812156,400.0,0.613502148424,50000.0,1.24417139129,800.0,8962.83210085,8.0
0,9400.0,0.326211111111,0.326211111111,1481768.0553,768171.948515,400.0,0.609630320241,50000.0,1.23944053953,900.0,8974.95957129,8.0
0,9400.0,0.330205555556,0.330205555556,1460908.10298,762744.328376,400.0,0.63302550593,50000.0,1.2440706753,1000.0,8966.53702958,8.0
0,9400.0,0.333088888889,0.333088888889,1442559.27017,759362.52131,400.0,0.633732227741,50000.0,1.24322612319,1100.0,8957.83216735,8.0
0,9400.0,0.338480555556,0.338480555556,1420015.32327,763194.740498,400.0,0.638644080384,50000.0,1.24616155671,1200.0,8984.44869767,8.0
0,9400.0,0.342316666667,0.342316666667,1405338.18112,761980.857578,400.0,0.611319269772,50000.0,1.23927016108,1300.0,8976.45035814,8.0
0,9400.0,0.345102777778,0.345102777778,1384014.60278,756047.626859,400.0,0.623357714823,50000.0,1.24180773965,1400.0,8966.59805668,8.0
0,9400.0,0.348411111111,0.348411111111,1368787.25156,753896.984571,400.0,0.63464047989,50000.0,1.24282478367,1500.0,8965.00573599,8.0
0,9400.0,0.350866666667,0.350866666667,1356433.04084,748628.146966,400.0,0.616430288925,50000.0,1.24049494055,1600.0,8939.48194533,8.0
0,9400.0,0.357127777778,0.357127777778,1332813.53993,753913.868416,400.0,0.587671676237,50000.0,1.24248236834,1700.0,8978.74612185,8.0
0,9400.0,0.358927777778,0.358927777778,1320969.02452,744561.232297,400.0,0.599096424065,50000.0,1.24521654441,1800.0,8948.42132361,8.0
0,9400.0,0.361344444444,0.361344444444,1305527.21462,739850.402042,400.0,0.638128201536,50000.0,1.24342109306,1900.0,8947.12912189,8.0
0,9400.0,0.366391666667,0.366391666667,1287952.7407,746096.908899,400.0,0.60635807907,50000.0,1.24134017692,2000.0,8974.75838734,8.0
0,9400.0,0.368738888889,0.368738888889,1275515.82806,735113.626577,400.0,0.588541337352,50000.0,1.24388769178,2100.0,8947.54039563,8.0
0,9400.0,0.371830555556,0.371830555556,1262798.83093,732541.633297,400.0,0.62870695497,50000.0,1.24370770535,2200.0,8942.80164985,8.0
0,9400.0,0.377997222222,0.377997222222,1242634.14681,739870.046903,400.0,0.607235718587,50000.0,1.24409687815,2300.0,8987.6355108,8.0
0,9400.0,0.379319444444,0.379319444444,1239819.40786,727346.28496,400.0,0.627573072055,50000.0,1.24291931871,2400.0,8947.97056005,8.0
0,9500.0,0.309327777778,0.309327777778,1583948.14354,820697.053579,500.0,0.662380957015,50000.0,1.29997598818,0.0,9394.54245441,8.0
0,9500.0,0.313219444444,0.313219444444,1557726.80082,819592.072458,500.0,0.673942368024,50000.0,1.30037837967,100.0,9397.97248092,8.0
0,9500.0,0.318025,0.318025,1535036.69959,822118.454449,500.0,0.659532008398,50000.0,1.29942051104,200.0,9400.01393297,8.0
0,9500.0,0.322288888889,0.322288888889,1506250.76894,816840.254477,500.0,0.661570517235,50000.0,1.30197323424,300.0,9395.77041295,8.0
0,9500.0,0.325775,0.325775,1484999.49942,816713.301747,500.0,0.635206778971,50000.0,1.30096177649,400.0,9391.38065744,8.0
0,9500.0,0.330438888889,0.330438888889,1462148.31316,817622.254984,500.0,0.632672324405,50000.0,1.30215776863,500.0,9403.45623535,8.0
0,9500.0,0.334988888889,0.334988888889,1440996.66076,817242.472485,500.0,0.665267190111,50000.0,1.30357817251,600.0,9402.95371728,8.0
0,9500.0,0.338697222222,0.338697222222,1422233.75189,815613.299096,500.0,0.656031959829,50000.0,1.30091034783,700.0,9399.55763477,8.0
0,9500.0,0.34285,0.34285,1399318.49077,816240.757623,500.0,0.645028527197,50000.0,1.30101695505,800.0,9413.58859826,8.0
0,9500.0,0.345616666667,0.345616666667,1381472.77503,811495.404742,500.0,0.661207640284,50000.0,1.29913828196,900.0,9389.77050802,8.0
0,9500.0,0.350127777778,0.350127777778,1360076.40379,808780.026579,500.0,0.648823352643,50000.0,1.30257018908,1000.0,9392.72413461,8.0
0,9500.0,0.35545,0.35545,1340067.36545,812155.76974,500.0,0.67079922668,50000.0,1.30303923667,1100.0,9413.82163173,8.0
0,9500.0,0.358936111111,0.358936111111,1324360.45234,809800.775007,500.0,0.655468343979,50000.0,1.29858797995,1200.0,9405.82991264,8.0
0,9500.0,0.363827777778,0.363827777778,1302244.595,815759.534888,500.0,0.665896388498,50000.0,1.30142876158,1300.0,9438.65493915,8.0
0,9500.0,0.366997222222,0.366997222222,1287477.31329,807815.800034,500.0,0.662186279316,50000.0,1.29948506208,1400.0,9405.07992396,8.0
0,9500.0,0.370219444444,0.370219444444,1272283.17005,798351.94509,500.0,0.641215109587,50000.0,1.30333653366,1500.0,9384.96875263,8.0
0,9500.0,0.374441666667,0.374441666667,1252866.08167,802076.848075,500.0,0.656258477327,50000.0,1.29962373076,1600.0,9400.12916175,8.0
0,9500.0,0.377483333333,0.377483333333,1238121.59536,795374.023197,500.0,0.65009543179,50000.0,1.30088004924,1700.0,9388.36177705,8.0
0,9500.0,0.382069444444,0.382069444444,1221180.25837,799057.861944,500.0,0.660491943741,50000.0,1.29925104143,1800.0,9416.34159495,8.0
0,9500.0,0.385638888889,0.385638888889,1208346.89348,794783.858378,500.0,0.665359468892,50000.0,1.3017804881,1900.0,9407.97667114,8.0
0,9500.0,0.387097222222,0.387097222222,1195151.42847,785377.228683,500.0,0.639935151953,50000.0,1.29902255094,2000.0,9378.77816734,8.0
0,9500.0,0.392241666667,0.392241666667,1179650.28373,781960.71094,500.0,0.662291511163,50000.0,1.30322570799,2100.0,9379.22896992,8.0
0,9500.0,0.397458333333,0.397458333333,1159000.00186,785007.02201,500.0,0.649079963516,50000.0,1.30476075972,2200.0,9414.2637438,8.0
0,9500.0,0.400038888889,0.400038888889,1153856.74953,779616.77396,500.0,0.642002035887,50000.0,1.3007905505,2300.0,9391.25726228,8.0
0,9500.0,0.403263888889,0.403263888889,1139448.25074,775696.667077,500.0,0.630177598647,50000.0,1.30241364825,2400.0,9393.89692046,8.0
0,9600.0,0.328183333333,0.328183333333,1478589.26405,867468.06673,600.0,0.670390967473,50000.0,1.35809197583,0.0,9818.56910164,8.0
0,9600.0,0.332569444444,0.332569444444,1452507.32468,868629.16711,600.0,0.674605592863,50000.0,1.36068864043,100.0,9820.4629079,8.0
0,9600.0,0.336219444444,0.336219444444,1431559.52636,863496.902792,600.0,0.690283495243,50000.0,1.35916762956,200.0,9802.82212007,8.0
0,9600.0,0.340908333333,0.340908333333,1407267.44942,866482.302581,600.0,0.705353936444,50000.0,1.35760867757,300.0,9817.11240433,8.0
0,9600.0,0.345727777778,0.345727777778,1387512.89322,868463.029782,600.0,0.665298918729,50000.0,1.35740071474,400.0,9820.50683199,8.0
0,9600.0,0.350291666667,0.350291666667,1365026.52906,867563.155106,600.0,0.679643466923,50000.0,1.35815473428,500.0,9827.50277702,8.0
0,9600.0,0.355563888889,0.355563888889,1342273.06587,865950.21693,600.0,0.666836095636,50000.0,1.35984318653,600.0,9827.86645109,8.0
0,9600.0,0.357819444444,0.357819444444,1324494.27265,863661.851642,600.0,0.689570287372,50000.0,1.35604955925,700.0,9816.13518099,8.0
0,9600.0,0.363433333333,0.363433333333,1298724.04569,862279.906411,600.0,0.689929039166,50000.0,1.36159995445,800.0,9825.66256467,8.0
0,9600.0,0.366322222222,0.366322222222,1285418.60362,863786.656346,600.0,0.660280758866,50000.0,1.35354411091,900.0,9814.28610539,8.0
0,9600.0,0.373125,0.373125,1261300.34727,867117.460587,600.0,0.672344637124,50000.0,1.35650021936,1000.0,9845.85819672,8.0
0,9600.0,0.375372222222,0.375372222222,1246072.2162,854096.982152,600.0,0.682822880895,50000.0,1.36157370692,1100.0,9809.62657315,8.0
0,9600.0,0.380111111111,0.380111111111,1226672.62422,859608.367977,600.0,0.681161811115,50000.0,1.3583014575,1200.0,9831.93777469,8.0
0,9600.0,0.384555555556,0.384555555556,1207566.26902,856563.105359,600.0,0.661462774941,50000.0,1.36303525739,1300.0,9831.25259691,8.0
0,9600.0,0.388113888889,0.388113888889,1191999.9388,853432.49698,600.0,0.700252194132,50000.0,1.35770276923,1400.0,9820.15421505,8.0
0,9600.0,0.393397222222,0.393397222222,1175463.9075,855272.619767,600.0,0.684259021738,50000.0,1.35801122968,1500.0,9840.8377836,8.0
0,9600.0,0.396180555556,0.396180555556,1157646.02087,850648.643127,600.0,0.652864895387,50000.0,1.35879161969,1600.0,9828.65599972,8.0
0,9600.0,0.399166666667,0.399166666667,1144824.36114,848880.678313,600.0,0.687507386282,50000.0,1.35586838038,1700.0,9826.02780921,8.0
0,9600.0,0.404269444444,0.404269444444,1129602.43123,845018.628584,600.0,0.670742904613,50000.0,1.35763028256,1800.0,9827.56493556,8.0
0,9600.0,0.407852777778,0.407852777778,1118021.35774,837803.75055,600.0,0.668347089426,50000.0,1.35915226434,1900.0,9808.55948549,8.0
0,9600.0,0.412883333333,0.412883333333,1098456.32936,837668.222186,600.0,0.669361119284,50000.0,1.35829785797,2000.0,9828.36453976,8.0
0,9600.0,0.416466666667,0.416466666667,1085021.3326,836340.454012,600.0,0.682754452869,50000.0,1.36049720409,2100.0,9832.5574004,8.0
0,9600.0,0.419661111111,0.419661111111,1076093.32304,831416.679955,600.0,0.691462824394,50000.0,1.35853760056,2200.0,9816.7251664,8.0
0,9600.0,0.424033333333,0.424033333333,1062540.97087,828869.878166,600.0,0.656013670685,50000.0,1.35577806182,2300.0,9822.72843708,8.0
0,9600.0,0.427527777778,0.427527777778,1051324.76089,826680.906997,600.0,0.716884879206,50000.0,1.3561427611,2400.0,9832.39983686,8.0
0,9700.0,0.349925,0.349925,1375844.90727,923913.300744,700.0,0.711586468945,50000.0,1.41548235419,0.0,10258.1028092,8.0
0,9700.0,0.352763888889,0.352763888889,1357243.27305,920635.173362,700.0,0.684890785597,50000.0,1.41303232751,100.0,10235.9656641,8.0
0,9700.0,0.357505555556,0.357505555556,1331554.31631,926065.118689,700.0,0.691092468607,50000.0,1.41335628455,200.0,10261.0062384,8.0
0,9700.0,0.364163888889,0.364163888889,1306240.84685,923443.491469,700.0,0.704450778498,50000.0,1.42041207616,300.0,10267.6317084,8.0
0,9700.0,0.366783333333,0.366783333333,1289070.73036,922032.922349,700.0,0.693079510351,50000.0,1.41520357608,400.0,10258.534329,8.0
0,9700.0,0.372733333333,0.372733333333,1263975.63936,920666.00028,700.0,0.672977829867,50000.0,1.41986197779,500.0,10257.4146432,8.0
0,9700.0,0.374811111111,0.374811111111,1249334.86039,915324.779601,700.0,0.695329556266,50000.0,1.41172365031,600.0,10232.1320144,8.0
0,9700.0,0.379752777778,0.379752777778,1224982.85658,916412.235519,700.0,0.700872894259,50000.0,1.41560434535,700.0,10248.5217321,8.0
0,9700.0,0.384672222222,0.384672222222,1207465.41409,911719.967302,700.0,0.700639796134,50000.0,1.41973645656,800.0,10239.0110963,8.0
0,9700.0,0.391069444444,0.391069444444,1188722.18517,920586.231599,700.0,0.709346085115,50000.0,1.41681217934,900.0,10274.1434708,8.0
0,9700.0,0.394583333333,0.394583333333,1173144.0297,918316.039094,700.0,0.684941718864,50000.0,1.41500633552,1000.0,10260.4802421,8.0
0,9700.0,0.397572222222,0.397572222222,1154201.51524,910786.932832,700.0,0.706686659969,50000.0,1.412576477,1100.0,10242.1515248,8.0
0,9700.0,0.404405555556,0.404405555556,1130110.15234,913588.527552,700.0,0.706698830161,50000.0,1.41571023088,1200.0,10269.6337773,8.0
0,9700.0,0.407605555556,0.407605555556,1118119.68994,909161.967469,700.0,0.733238442725,50000.0,1.4163957359,1300.0,10263.251777,8.0
0,9700.0,0.411477777778,0.411477777778,1102123.01716,907944.128582,700.0,0.698325298818,50000.0,1.41408623754,1400.0,10254.0853497,8.0
0,9700.0,0.414144444444,0.414144444444,1088622.63469,900286.89263,700.0,0.698855894108,50000.0,1.41384896107,1500.0,10238.3223414,8.0
0,9700.0,0.420222222222,0.420222222222,1073544.9003,907365.983145,700.0,0.687933402371,50000.0,1.40692693075,1600.0,10268.1232178,8.0
0,9700.0,0.424522222222,0.424522222222,1055819.31608,909638.725992,700.0,0.69812651872,50000.0,1.40920109697,1700.0,10284.3630797,8.0
0,9700.0,0.429002777778,0.429002777778,1039462.64926,896686.252599,700.0,0.716196919095,50000.0,1.41475353775,1800.0,10255.3566764,8.0
0,9700.0,0.432491666667,0.432491666667,1029150.73388,893397.686365,700.0,0.69186946913,50000.0,1.41163215697,1900.0,10256.6123733,8.0
0,9700.0,0.436552777778,0.436552777778,1017302.31856,888956.959805,700.0,0.708468765895,50000.0,1.41427545281,2000.0,10247.8430358,8.0
0,9700.0,0.441988888889,0.441988888889,998035.376721,888954.85342,700.0,0.69502553961,50000.0,1.41488362277,2100.0,10269.294338,8.0
0,9700.0,0.444802777778,0.444802777778,989122.236217,884637.34461,700.0,0.688646649056,50000.0,1.41356102707,2200.0,10254.4093477,8.0
0,9700.0,0.449352777778,0.449352777778,976591.309288,888028.328663,700.0,0.727106932592,50000.0,1.41067588842,2300.0,10271.2172761,8.0
0,9700.0,0.453622222222,0.453622222222,965269.332757,881044.590285,700.0,0.699210221989,50000.0,1.40935916611,2400.0,10262.033327,8.0
0,9800.0,0.369913888889,0.369913888889,1279382.75097,980152.971324,800.0,0.718177061714,50000.0,1.46679984427,0.0,10682.161279,8.0
0,9800.0,0.375794444444,0.375794444444,1259426.35371,981430.77423,800.0,0.707320117778,50000.0,1.47101839254,100.0,10679.5675572,8.0
0,9800.0,0.379291666667,0.379291666667,1238340.91015,982238.075284,800.0,0.726539912801,50000.0,1.46479990165,200.0,10686.3206775,8.0
0,9800.0,0.385038888889,0.385038888889,1216286.14681,976287.003144,800.0,0.709674363734,50000.0,1.47129967908,300.0,10669.731994,8.0
0,9800.0,0.389888888889,0.389888888889,1192942.31843,983076.578443,800.0,0.721848768281,50000.0,1.46625098402,400.0,10695.8873799,8.0
0,9800.0,0.394191666667,0.394191666667,1177846.40033,980822.058079,800.0,0.714650440175,50000.0,1.46736966278,500.0,10683.4212803,8.0
0,9800.0,0.400530555556,0.400530555556,1152781.52302,980007.386919,800.0,0.695625032439,50000.0,1.47128204468,600.0,10693.5393884,8.0
0,9800.0,0.403469444444,0.403469444444,1138893.80635,973748.999466,800.0,0.730431010916,50000.0,1.4692131717,700.0,10670.7005641,8.0
0,9800.0,0.408916666667,0.408916666667,1117193.82908,976600.024237,800.0,0.719109976617,50000.0,1.46691588535,800.0,10689.6123289,8.0
0,9800.0,0.413261111111,0.413261111111,1099341.21425,972444.527892,800.0,0.713172946074,50000.0,1.46971545634,900.0,10681.7462796,8.0
0,9800.0,0.418947222222,0.418947222222,1082312.76098,974087.143082,800.0,0.73938613363,50000.0,1.46985507734,1000.0,10689.1877776,8.0
0,9800.0,0.423416666667,0.423416666667,1064106.41674,970268.346776,800.0,0.733714711884,50000.0,1.47111248253,1100.0,10680.9946019,8.0
0,9800.0,0.428091666667,0.428091666667,1047623.7844,971924.553959,800.0,0.703228052958,50000.0,1.47025646092,1200.0,10691.0056479,8.0
0,9800.0,0.431113888889,0.431113888889,1033112.22009,967880.804806,800.0,0.720127201252,50000.0,1.46671171227,1300.0,10681.8025548,8.0
0,9800.0,0.437158333333,0.437158333333,1015651.32363,966248.064791,800.0,0.733530162161,50000.0,1.4706893101,1400.0,10693.7037777,8.0
0,9800.0,0.440561111111,0.440561111111,1001219.12797,961353.487878,800.0,0.742293903328,50000.0,1.46897931976,1500.0,10681.6602583,8.0
0,9800.0,0.443969444444,0.443969444444,988797.45575,957376.980881,800.0,0.724814825625,50000.0,1.4682534003,1600.0,10669.7840399,8.0
0,9800.0,0.449086111111,0.449086111111,974767.025199,954392.855725,800.0,0.739278835303,50000.0,1.46900619902,1700.0,10669.310935,8.0
0,9800.0,0.453841666667,0.453841666667,958055.95649,954334.71749,800.0,0.727444620159,50000.0,1.46922761919,1800.0,10685.0035451,8.0
0,9800.0,0.458177777778,0.458177777778,943194.572237,951197.393695,800.0,0.729191210624,50000.0,1.46789812276,1900.0,10677.3443516,8.0
0,9800.0,0.462730555556,0.462730555556,932394.835973,948526.992963,800.0,0.730483299152,50000.0,1.46770102923,2000.0,10691.6994729,8.0
0,9800.0,0.465975,0.465975,918464.535011,943994.91401,800.0,0.723712301669,50000.0,1.46534791376,2100.0,10676.9083759,8.0
0,9800.0,0.47055,0.47055,907815.201603,939332.454813,800.0,0.723336951461,50000.0,1.46969869718,2200.0,10673.333292,8.0
0,9800.0,0.475280555556,0.475280555556,895842.072986,941019.03654,800.0,0.722993233081,50000.0,1.4670066265,2300.0,10696.0513078,8.0
0,9800.0,0.478341666667,0.478341666667,887062.45817,931220.494655,800.0,0.729046124695,50000.0,1.47006369021,2400.0,10674.6425224,8.0
0,9900.0,0.393013888889,0.393013888889,1188951.78873,1049904.83399,900.0,0.760719348661,50000.0,1.51947713744,0.0,11129.5035183,8.0
0,9900.0,0.397555555556,0.397555555556,1166788.77853,1046163.85544,900.0,0.742047321533,50000.0,1.52181935118,100.0,11114.434373,8.0
0,9900.0,0.404058333333,0.404058333333,1147454.47211,1049419.58151,900.0,0.763781352315,50000.0,1.52022964005,200.0,11125.6984901,8.0
0,9900.0,0.408927777778,0.408927777778,1124062.91421,1045978.24059,900.0,0.73626972784,50000.0,1.5263134296,300.0,11126.2521674,8.0
0,9900.0,0.413694444444,0.413694444444,1107254.59229,1044498.9908,900.0,0.751552842034,50000.0,1.52184078766,400.0,11112.9840962,8.0
0,9900.0,0.418586111111,0.418586111111,1086979.42096,1045864.1559,900.0,0.739942042917,50000.0,1.52270300415,500.0,11124.5524348,8.0
0,9900.0,0.423180555556,0.423180555556,1068873.68466,1040465.42454,900.0,0.735558018144,50000.0,1.52404249943,600.0,11107.533621,8.0
0,9900.0,0.428580555556,0.428580555556,1049827.07927,1043267.13274,900.0,0.757045933353,50000.0,1.52071307686,700.0,11114.0591521,8.0
0,9900.0,0.432466666667,0.432466666667,1033726.01556,1036585.56472,900.0,0.729098524976,50000.0,1.5214917614,800.0,11102.4582178,8.0
0,9900.0,0.439058333333,0.439058333333,1014056.90895,1039877.32825,900.0,0.71664623002,50000.0,1.51974961969,900.0,11119.5755521,8.0
0,9900.0,0.443791666667,0.443791666667,994804.556455,1039562.93484,900.0,0.745478980427,50000.0,1.52486063633,1000.0,11135.8666032,8.0
0,9900.0,0.448105555556,0.448105555556,978834.803169,1032409.22137,900.0,0.742256005406,50000.0,1.52437079581,1100.0,11110.8334612,8.0
0,9900.0,0.452577777778,0.452577777778,966275.855213,1032071.47591,900.0,0.7558605017,50000.0,1.52188401714,1200.0,11119.5508635,8.0
0,9900.0,0.458652777778,0.458652777778,945549.690178,1034687.41705,900.0,0.745960086621,50000.0,1.51836042656,1300.0,11129.1760387,8.0
0,9900.0,0.461244444444,0.461244444444,935056.236145,1023995.32287,900.0,0.73940233048,50000.0,1.52100725459,1400.0,11101.8821133,8.0
0,9900.0,0.466144444444,0.466144444444,920042.967441,1023442.39587,900.0,0.758591998418,50000.0,1.52462416584,1500.0,11115.5038817,8.0
0,9900.0,0.472255555556,0.472255555556,902883.995375,1029139.616,900.0,0.726974507047,50000.0,1.51721416128,1600.0,11148.9515323,8.0
0,9900.0,0.4765,0.4765,889932.275009,1017304.85222,900.0,0.737303276788,50000.0,1.52547471636,1700.0,11107.6903965,8.0
0,9900.0,0.480488888889,0.480488888889,879380.079214,1015170.96616,900.0,0.753206551834,50000.0,1.51942719411,1800.0,11116.4786244,8.0
0,9900.0,0.485425,0.485425,865981.468499,1013168.38732,900.0,0.747502976035,50000.0,1.52380591641,1900.0,11118.9027389,8.0
0,9900.0,0.488619444444,0.488619444444,855435.151171,1007573.70275,900.0,0.753342419307,50000.0,1.52012042899,2000.0,11113.887525,8.0
0,9900.0,0.493416666667,0.493416666667,842956.662253,1003482.30183,900.0,0.74585720168,50000.0,1.52577124247,2100.0,11109.1666954,8.0
0,9900.0,0.498708333333,0.498708333333,830513.544477,1000552.44964,900.0,0.741375679469,50000.0,1.52386297983,2200.0,11113.4412033,8.0
0,9900.0,0.502013888889,0.502013888889,819590.626225,997179.631263,900.0,0.759739038001,50000.0,1.52471549369,2300.0,11109.2234697,8.0
0,9900.0,0.505936111111,0.505936111111,810216.581986,994532.196618,900.0,0.761215259967,50000.0,1.52260688299,2400.0,11105.2875885,8.0
0,10000.0,0.417494444444,0.417494444444,1099632.23778,1113878.89321,1000.0,0.768733847275,50000.0,1.57527498653,0.0,11549.3595158,8.0
0,10000.0,0.423994444444,0.423994444444,1075667.94603,1117848.96065,1000.0,0.759430223025,50000.0,1.5750716921,100.0,11568.4186409,8.0
0,10000.0,0.427736111111,0.427736111111,1057878.00449,1114048.9896,1000.0,0.78327094422,50000.0,1.57606780569,200.0,11565.0339677,8.0
0,10000.0,0.433325,0.433325,1037525.47753,1114145.44133,1000.0,0.766160013929,50000.0,1.57524444155,300.0,11558.9580987,8.0
0,10000.0,0.438508333333,0.438508333333,1017870.29005,1111716.37353,1000.0,0.776624574192,50000.0,1.57400378009,400.0,11556.4187098,8.0
0,10000.0,0.444441666667,0.444441666667,999729.645595,1113586.67841,1000.0,0.769019816411,50000.0,1.5710650269,500.0,11564.1969032,8.0
0,10000.0,0.44815,0.44815,983353.599421,1105565.45322,1000.0,0.774425936656,50000.0,1.58046216834,600.0,11543.9259857,8.0
0,10000.0,0.453777777778,0.453777777778,964638.214512,1103646.73591,1000.0,0.762075195163,50000.0,1.58006128134,700.0,11546.0733196,8.0
0,10000.0,0.459316666667,0.459316666667,949233.2127,1107182.32138,1000.0,0.7650326249,50000.0,1.575088705,800.0,11549.9755071,8.0
0,10000.0,0.462897222222,0.462897222222,932194.517383,1100537.09792,1000.0,0.729982709191,50000.0,1.57658017115,900.0,11540.0757921,8.0
0,10000.0,0.468525,0.468525,915230.083898,1101932.28444,1000.0,0.758238455921,50000.0,1.57310223529,1000.0,11546.8977755,8.0
0,10000.0,0.474536111111,0.474536111111,899610.02621,1101650.27677,1000.0,0.768839491446,50000.0,1.57528278121,1100.0,11556.5980995,8.0
0,10000.0,0.479408333333,0.479408333333,886524.861873,1100858.31335,1000.0,0.759809986297,50000.0,1.57566678897,1200.0,11553.8805687,8.0
0,10000.0,0.484911111111,0.484911111111,871341.98088,1096117.57877,1000.0,0.75605108526,50000.0,1.57676629027,1300.0,11557.117295,8.0
0,10000.0,0.490305555556,0.490305555556,854922.672239,1092130.96808,1000.0,0.769896200282,50000.0,1.58089299026,1400.0,11557.8976844,8.0
0,10000.0,0.493791666667,0.493791666667,841582.588753,1093983.81376,1000.0,0.759611788736,50000.0,1.57656494837,1500.0,11559.9422569,8.0
0,10000.0,0.497363888889,0.497363888889,831487.479136,1081192.89653,1000.0,0.754839989635,50000.0,1.57556830141,1600.0,11530.6985331,8.0
0,10000.0,0.502277777778,0.502277777778,817384.334625,1083717.41172,1000.0,0.782418166993,50000.0,1.57402746602,1700.0,11534.7650954,8.0
0,10000.0,0.508536111111,0.508536111111,802092.686939,1090619.54802,1000.0,0.737088988318,50000.0,1.56894351488,1800.0,11573.6901202,8.0
0,10000.0,0.512552777778,0.512552777778,792596.747548,1083092.34748,1000.0,0.756260038338,50000.0,1.57249025032,1900.0,11558.1662597,8.0
0,10000.0,0.517138888889,0.517138888889,779041.536788,1075116.52072,1000.0,0.758489750189,50000.0,1.57830542763,2000.0,11547.8575916,8.0
0,10000.0,0.521913888889,0.521913888889,767779.004446,1075702.36393,1000.0,0.751560574509,50000.0,1.57456919031,2100.0,11562.2314936,8.0
0,10000.0,0.524619444444,0.524619444444,761698.608489,1063968.92558,1000.0,0.761114102588,50000.0,1.57562121457,2200.0,11524.0397842,8.0
0,10000.0,0.530002777778,0.530002777778,745487.442256,1070256.06514,1000.0,0.759170323418,50000.0,1.57367932551,2300.0,11567.6322366,8.0
0,10000.0,0.534363888889,0.534363888889,736708.475344,1058700.79991,1000.0,0.766149587331,50000.0,1.57956696415,2400.0,11538.1574516,8.0
0,10100.0,0.441319444444,0.441319444444,1015642.49596,1176301.09299,1100.0,0.824118717716,50000.0,1.63593528606,0.0,11953.9802286,8.0
0,10100.0,0.447355555556,0.447355555556,996939.34726,1183230.16013,1100.0,0.775562600273,50000.0,1.62716468416,100.0,11976.2329296,8.0
0,10100.0,0.453158333333,0.453158333333,975315.473441,1183115.3627,1100.0,0.786660313366,50000.0,1.62939859064,200.0,11982.2279765,8.0
0,10100.0,0.458363888889,0.458363888889,959183.984581,1180854.90408,1100.0,0.784453903272,50000.0,1.62660472401,300.0,11981.4044193,8.0
0,10100.0,0.462863888889,0.462863888889,940993.172035,1175855.49365,1100.0,0.769239131827,50000.0,1.6335749642,400.0,11963.4988328,8.0
0,10100.0,0.466816666667,0.466816666667,926049.311855,1178402.13209,1100.0,0.771564850899,50000.0,1.62122489272,500.0,11964.4009393,8.0
0,10100.0,0.475758333333,0.475758333333,901313.564066,1179366.53708,1100.0,0.785134000321,50000.0,1.63154990859,600.0,11978.8785433,8.0
0,10100.0,0.479197222222,0.479197222222,885902.310012,1175088.14356,1100.0,0.791670371149,50000.0,1.62650575296,700.0,11973.6249155,8.0
0,10100.0,0.486144444444,0.486144444444,870262.613506,1180055.34144,1100.0,0.790085521884,50000.0,1.6251502413,800.0,11988.7164588,8.0
0,10100.0,0.491972222222,0.491972222222,854100.648347,1181851.06794,1100.0,0.800450075666,50000.0,1.62312923349,900.0,12009.4601918,8.0
0,10100.0,0.496236111111,0.496236111111,839832.56752,1170878.12114,1100.0,0.770826709179,50000.0,1.6299901773,1000.0,11973.0390594,8.0
0,10100.0,0.503286111111,0.503286111111,819110.264391,1177642.10338,1100.0,0.799850910114,50000.0,1.62719136544,1100.0,12012.7049874,8.0
0,10100.0,0.506111111111,0.506111111111,812991.59257,1169745.17724,1100.0,0.793784810098,50000.0,1.62543180811,1200.0,11975.3662561,8.0
0,10100.0,0.511358333333,0.511358333333,798290.642057,1167909.41644,1100.0,0.772266328154,50000.0,1.62617411686,1300.0,11982.8678848,8.0
0,10100.0,0.5176,0.5176,781569.524866,1167865.66903,1100.0,0.778300413244,50000.0,1.63000078057,1400.0,11999.0792975,8.0
0,10100.0,0.519619444444,0.519619444444,773523.161063,1156067.72128,1100.0,0.766041673675,50000.0,1.62447740859,1500.0,11964.8105779,8.0
0,10100.0,0.527633333333,0.527633333333,758284.464173,1161134.87946,1100.0,0.789559587022,50000.0,1.62859507307,1600.0,11990.2141203,8.0
0,10100.0,0.531647222222,0.531647222222,744189.429836,1153344.12178,1100.0,0.789143974172,50000.0,1.62804490166,1700.0,11974.7920435,8.0
0,10100.0,0.536058333333,0.536058333333,733673.06523,1150618.92681,1100.0,0.787878055259,50000.0,1.6272493055,1800.0,11982.9295133,8.0
0,10100.0,0.540425,0.540425,720378.343005,1149325.84194,1100.0,0.803811665556,50000.0,1.62463977668,1900.0,11983.3927338,8.0
0,10100.0,0.545083333333,0.545083333333,711574.837886,1145368.40615,1100.0,0.788050474101,50000.0,1.6249483982,2000.0,11980.4759946,8.0
0,10100.0,0.549494444444,0.549494444444,700792.896979,1141054.76909,1100.0,0.778759669594,50000.0,1.62743329354,2100.0,11971.1967035,8.0
