DMU,(I)Pannel,(I)Wind,(I)Battery
116,2079.84971778306,9.90404627515745,1980.80925503149
117,2074.44037715205,9.87828751024788,2074.44037715205
118,2071.15767135151,9.86265557786433,2169.78422713015
119,2062.67745164063,9.82227357924109,2259.12292322545
120,2062.98348091205,9.82373086148595,2357.69540675663
121,2200,10,1100
122,2195.54680144984,9.97975818840835,1197.570982609
123,2188.10608364662,9.94593674384826,1292.97177670027
124,2182.99843027497,9.92272013761351,1389.18081926589
125,2178.33700640211,9.90153184728232,1485.22977709235
126,2176.02474792261,9.8910215814664,1582.56345303462
127,2171.62394995467,9.8710179543394,1678.0730522377
128,2159.76340774973,9.81710639886239,1767.07915179523
129,2162.34171888458,9.82882599492992,1867.47693903668
130,2155.95999945239,9.79981817932905,1959.96363586581
131,2149.03548093713,9.76834309516876,2051.35204998544
132,2144.12245988155,9.74601118127979,2144.12245988155
133,2138.48611241052,9.72039142004781,2235.690026611
134,2136.99146479968,9.71359756727129,2331.26341614511
135,2300,10,700
136,2292.27423301651,9.96640970876745,797.312776701396
137,2284.67220866589,9.93335742898214,894.002168608392
138,2280.75294379442,9.91631714693224,991.631714693224
139,2274.52668960288,9.88924647653424,1087.81711241877
140,2267.19708873977,9.85737864669466,1182.88543760336
141,2262.40656759642,9.83655029389746,1278.75153820667
142,2258.20859633655,9.81829824494154,1374.56175429182
143,2247.98705654042,9.77385676756703,1466.07851513505
144,2248.18647109639,9.77472378737559,1563.95580598009
145,2241.83953406064,9.74712840895932,1657.01182952308
146,2235.33277105265,9.71883813501151,1749.39086430207
147,2229.80073798138,9.69478581731034,1842.00930528897
148,2227.07884492593,9.68295149967795,1936.59029993559
149,2219.74219032735,9.65105300142326,2026.72113029888
150,2214.98119921379,9.63035304005996,2118.67766881319
151,2208.82310548156,9.60357871948502,2208.82310548156
152,2206.18430586846,9.59210567768894,2302.10536264534
153,2400,10,300
154,2400,10,400
155,2400,10,500
156,2380.27552912348,9.91781470468115,595.068882280869
157,2373.7288360135,9.89053681672291,692.337577170604
158,2366.77399381069,9.86155830754453,788.924664603563
159,2357.88656609146,9.82452735871442,884.207462284298
160,2351.19577713013,9.79664907137554,979.664907137554
161,2346.19500648891,9.77581252703711,1075.33937797408
162,2341.03899838641,9.75432915994336,1170.5194991932
163,2331.85317389734,9.71605489123892,1263.08713586106
164,2325.58905950168,9.68995441459032,1356.59361804265
165,2323.92522898405,9.68302178743352,1452.45326811503
166,2316.70958413424,9.65295660055934,1544.47305608949
167,2310.43019673149,9.62679248638119,1636.5547226848
168,2305.88003004881,9.60783345853672,1729.41002253661
169,2300.15356917646,9.58397320490192,1820.95490893137
170,2292.29431526064,9.551226313586,1910.2452627172
171,2288.48762438282,9.53536510159508,2002.42667133497
172,2281.46910344585,9.50612126435771,2091.3466781587
173,2276.99099933028,9.48746249720951,2182.11637435819
174,2273.49256068911,9.47288566953797,2273.49256068911
175,1900,11,2099.99982169326
176,1896.40008451848,10.9791583840544,2195.83167681087
177,1895.72357030215,10.9752417228019,2294.82326931313
178,1893.45076202017,10.9620833590642,2391.72727834127
179,2000,11,1600
180,1997.92650353397,10.9885957694368,1698.23752800387
181,1992.01496699594,10.9560823184776,1792.81347029634
182,1989.93799038211,10.9446589471016,1890.44109086301
183,1985.22753933778,10.9187514663578,1985.22753933778
184,1980.18706327956,10.8910288480376,2079.19641644354
185,1977.67845545272,10.87723150499,2175.44630099799
186,1972.25153276739,10.8473834302206,2268.0892626825
187,1969.19564693957,10.8305760581676,2363.03477632748
188,2100,11,1200
189,2091.50799694661,10.9555180792441,1294.74304572885
190,2085.17290311411,10.9223342544072,1390.11526874274
191,2080.11897617315,10.8958613037641,1485.79926869511
192,2076.6916670681,10.8779087322615,1582.24127014713
193,2072.16990085664,10.8542232902014,1677.47087212204
194,2067.92180775552,10.8319713739575,1772.50440664759
195,2063.76647965627,10.8102053696281,1867.21729111758
196,2057.26403321284,10.7761449358768,1959.29907925033
197,2056.52475851147,10.7722725445839,2056.52475851147
198,2050.23471207656,10.7393246823058,2147.86493646116
199,2044.47623059201,10.7091612078629,2239.18825255315
200,2042.05939650546,10.6965016007429,2333.78216743481
201,2200,11,800
202,2192.93442788954,10.9646721394477,897.109538682084
203,2187.89837570354,10.9394918785177,994.499261683429
204,2179.30058571026,10.8965029285513,1089.65029285513
205,2173.25335618747,10.8662667809373,1185.4109215568
206,2168.03231911466,10.8401615955733,1281.11000674957
207,2160.34715904124,10.8017357952062,1374.76637393533
208,2155.06002852792,10.7753001426396,1469.35911035994
209,2151.20117731189,10.7560058865594,1564.50994713592
210,2147.32809789321,10.7366404894661,1659.29898473566
211,2139.51399124086,10.6975699562043,1750.51144737888
212,2137.82461832434,10.6891230916217,1846.30307946193
213,2129.88127483085,10.6494063741542,1936.25570439168
214,2124.76982813233,10.6238491406616,2028.18938139904
215,2121.31512629667,10.6065756314833,2121.31512629667
216,2115.65552286834,10.5782776143417,2211.82168299871
217,2113.81120504061,10.569056025203,2305.9758600443
218,2297.5414955845,10.9882419354041,399.572434014695
219,2289.44641688465,10.9495263416222,497.70574280101
220,2279.3047337083,10.9010226394745,594.601234880426
221,2278.32800956459,10.8963513500915,693.404176824006
222,2269.09897626664,10.8522124951883,789.251817831876
223,2265.64831478486,10.8357093315798,886.558036220162
224,2261.11874545931,10.8140461739358,983.095106721438
225,2256.74452396257,10.7931259841688,1079.31259841688
226,2245.08622848847,10.7373689188579,1171.34933660268
227,2240.13123589319,10.7136711281848,1266.16113333093
228,2234.77019119266,10.6880313491823,1360.29489898684
229,2226.77437839171,10.6497905053517,1452.24415982068
230,2218.84928777611,10.6118878980597,1543.54733062686
231,2215.92333483304,10.5978942100711,1637.85637792007
232,2207.76445951624,10.5588735020342,1727.81566396923
233,2200.954112701,10.5263022781352,1818.17948440518
234,2196.20558710374,10.5035919383222,1909.74398878586
235,2195.38707140857,10.499677298041,2004.48384780783
236,2186.59105350675,10.4576093863366,2091.52187726733
237,2183.38155473727,10.4422596096131,2183.38155473727
238,2176.86939087651,10.411114478105,2271.51588613201
239,2400,11,100
240,2400,11,200
241,2382.29527152305,10.918853327814,297.786908940382
242,2369.04014198163,10.8581006507491,394.840023663605
243,2362.26551474466,10.827050275913,492.138648905137
244,2353.8700378888,10.7885710069903,588.467509472199
245,2347.83942721894,10.7609307080868,684.786499605525
246,2340.85854197057,10.7289349840318,780.286180656855
247,2333.99094111673,10.6974584801183,875.246602918772
248,2327.90761735221,10.669576579531,969.961507230088
249,2319.81215173645,10.6324723621254,1063.24723621254
250,2312.26330419764,10.5978734775725,1156.13165209882
251,2307.99605915027,10.5783152711054,1250.16453203973
252,2302.11681344657,10.5513687282968,1342.9014745105
253,2296.14663979092,10.5240054323751,1435.09164986933
254,2290.82299396868,10.4996053890231,1527.21532931245
255,2281.16533419047,10.4553411150397,1615.82544505158
256,2275.58612517986,10.4297697404077,1706.68959388489
257,2268.48192087513,10.397208804011,1795.88152069281
258,2263.92868469071,10.3763398048324,1886.60723724226
259,2257.42364694083,10.3465250484788,1975.24569107323
260,2250.99304554864,10.3170514587646,2063.41029175292
261,2248.26355195125,10.3045412797765,2154.58590395328
262,2242.74992401228,10.2792704850563,2242.74992401228
263,1800,12,2199.99998450197
264,1800,12,2300
265,1800,12,2400
266,1896.4371285629,11.9774976540815,1796.62464811222
267,1892.41320601082,11.9520834063842,1892.41320601082
268,1887.06324503215,11.9182941791504,1986.38236319174
269,1882.69717949451,11.8907190283864,2080.87582996762
270,1877.84012117076,11.8600428705522,2174.34119293457
271,1873.93970769124,11.8354086801552,2268.45333036308
272,1872.27235112746,11.8248780071208,2364.97560142416
273,1998.73424365814,11.9924054619488,1299.17725837779
274,1997.64979750921,11.9858987850552,1398.35485825644
275,1989.23088846152,11.9353853307691,1491.92316634614
276,1982.13944638159,11.8928366782895,1585.71155710527
277,1977.55665066186,11.8653399039712,1680.92315306258
278,1974.62445065569,11.8477467039341,1777.16200559012
279,1968.67852927126,11.8120711756276,1870.2446028077
280,1963.04909092994,11.7782945455796,1963.04909092994
281,1960.18896478609,11.7611337887165,2058.1984130254
282,1953.85032943477,11.7231019766086,2149.23536237825
283,1953.3589098104,11.7201534588624,2246.36274628196
284,1948.27318522749,11.689639111365,2337.92782227299
285,2093.46484952615,11.9626562830066,897.199221225495
286,2088.92892876292,11.9367367357881,994.728061315678
287,2088.09918333839,11.9319953333623,1093.76623889154
288,2080.15829457817,11.8866188261609,1188.66188261609
289,2072.60403045069,11.8434516025754,1283.040590279
290,2068.08781123487,11.8176446356278,1378.72520748991
291,2063.65809509149,11.7923319719514,1474.04149649392
292,2057.03871546754,11.7545069455288,1567.26759273718
293,2049.55633843968,11.7117505053696,1659.16465492736
294,2047.93934814731,11.7025105608418,1755.37658412627
295,2041.6720290542,11.6666973088811,1847.22707390618
296,2036.00875645375,11.6343357511643,1939.05595852738
297,2031.34085923306,11.6076620527604,2031.34085923306
298,2027.70499714039,11.5868856979451,2124.2623779566
299,2024.06670662566,11.5660954664323,2216.83496439953
300,2017.46857499019,11.5283918570868,2305.67837141736
301,2200,12,400
302,2192.46319768179,11.9588901691734,498.287090382226
303,2187.13173734016,11.9298094764009,596.490473820045
304,2181.1266010029,11.8970541872885,693.994827591831
305,2178.71806351726,11.8839167100941,792.261114006275
306,2168.7528411126,11.8295609515233,887.217071364247
307,2164.26871611705,11.8051020879112,983.75850732593
308,2160.51555476422,11.7846302987139,1080.25777738211
309,2151.56508290317,11.7358095431082,1173.58095431082
310,2142.00677613857,11.6836733243922,1265.73127680915
311,2141.00164602683,11.67819079651,1362.45559292616
312,2134.84728691248,11.6446215649772,1455.57769562214
313,2127.70292256079,11.605652304877,1547.42030731694
314,2122.5233683596,11.5774001910524,1640.13169373242
315,2116.09327777683,11.5423269696918,1731.34904545377
316,2108.56759896259,11.5012778125232,1821.03565364951
317,2107.18954050143,11.4937611300078,1915.6268550013
318,2103.34504341186,11.4727911458829,2007.7384505295
319,2097.64993799343,11.4417269345096,2097.64993799343
320,2088.12587943129,11.3897775241707,2183.04069213271
321,2085.93449096549,11.3778244961754,2275.56489923508
322,2300,12,100
323,2288.87196691222,11.9419406969333,199.032344948889
324,2280.8686347573,11.9001841813424,297.50460453356
325,2275.50809715446,11.8722161590667,395.740538635558
326,2264.66762886627,11.8156571940849,492.319049753537
327,2261.36106338878,11.7984055481154,589.920277405769
328,2252.78531409495,11.7536625083215,685.630312985419
329,2246.29253790307,11.7197871542769,781.31914361846
330,2242.19755054122,11.6984220028237,877.381650211781
331,2233.76302244872,11.6544157692977,971.201314108138
332,2225.20948972677,11.6097886420527,1064.2306255215
333,2221.06012319603,11.5881397731967,1158.81397731967
334,2212.59631512322,11.5439807745559,1250.59791724356
335,2204.21967349378,11.5002765573589,1341.69893169187
336,2201.55547853485,11.486376409747,1435.79705121838
337,2194.43023686346,11.4492012358093,1526.56016477458
338,2191.05724924645,11.4316030395467,1619.47709726912
339,2182.33824044994,11.3861125588693,1707.91688383039
340,2175.24265471609,11.3490921115622,1796.93958433068
341,2174.19790762626,11.3436412571805,1890.60687619675
342,2165.95411912791,11.3006301867543,1977.61028268201
343,2163.45197257936,11.2875755091097,2069.38884333678
344,2154.2150250382,11.2393827393297,2154.2150250382
345,2148.0964761537,11.2074598755845,2241.4919751169
346,2399.99999987626,12,100
347,2363.62333139241,11.818116656962,196.968610949367
348,2349.91825953758,11.7495912976879,293.739782442197
349,2345.37638329931,11.7268819164965,390.896063883218
350,2334.9196928767,11.6745984643835,486.441602682645
351,2328.24950711396,11.6412475355698,582.062376778491
352,2321.91907750455,11.6095953875227,677.226397605494
353,2313.40579395152,11.5670289697576,771.135264650506
354,2310.75225241617,11.5537612620808,866.532094656063
355,2300.14878665667,11.5007439332834,958.395327773613
356,2295.50072436559,11.477503621828,1052.10449866756
357,2287.61966082472,11.4380983041236,1143.80983041236
358,2279.09697703343,11.3954848851671,1234.51086255977
359,2274.26308704194,11.3713154352097,1326.65346744113
360,2268.70244214501,11.343512210725,1417.93902634063
361,2260.58415184181,11.3029207592091,1507.05610122788
362,2254.15732037888,11.2707866018944,1596.69476860171
363,2246.22724158444,11.2311362079222,1684.67043118833
364,2242.51286843898,11.2125643421949,1775.32268751419
365,2233.47851442723,11.1673925721362,1861.23209535603
366,2229.7286625747,11.1486433128735,1951.01257975286
367,2224.35850455544,11.1217925227772,2038.99529584248
368,2219.20756439593,11.0960378219796,2126.7405825461
369,2212.69363472461,11.063468173623,2212.69363472461
370,1700,13,2400
371,1800,13,1800
372,1795.28532029055,12.9659495354317,1895.02339364002
373,1791.78590911199,12.9406760102532,1990.87323234665
374,1789.38052568681,12.9233037966269,2087.61061330128
375,1784.66218929771,12.8892269227057,2181.25378691942
376,1782.22950473772,12.8716575342168,2277.29325605375
377,1777.79959145808,12.8396637160861,2370.39945512967
378,1900,13,1400
379,1895.91196086903,12.972029205946,1496.77260068608
380,1885.80042660364,12.9028450241301,1588.04246450832
381,1882.81768402829,12.8824367854567,1684.62634886742
382,1878.64574977296,12.8538919721308,1779.76965767965
383,1871.77202254993,12.8068612069206,1871.77202254993
384,1868.04578966452,12.7813659292835,1966.36398912055
385,1863.46814115702,12.7500451763375,2059.62268233145
386,1859.68013074033,12.7241272103285,2153.31383559406
387,1854.86662359907,12.6911926877831,2245.36486014625
388,1851.09680863866,12.6653992170014,2338.2275477541
389,1996.28232074712,12.9758350848563,998.141160373558
390,1993.39104298563,12.9570417794066,1096.36507364209
391,1985.32577495276,12.9046175371929,1191.19546497165
392,1981.10661806825,12.8771930174436,1287.71930174436
393,1977.80102211454,12.8557066437445,1384.46071548018
394,1965.6687054339,12.7768465853204,1474.25152907543
395,1965.1262437158,12.7733205841527,1572.10099497264
396,1957.6226070529,12.7245469458439,1663.97921599497
397,1952.55155712249,12.6915851212962,1757.29640141024
398,1948.22398113698,12.6634558773904,1850.81278208013
399,1943.12546671938,12.630315533676,1943.12546671938
400,1937.64077840436,12.5946650596283,2034.52281732458
401,1933.57683349891,12.5682494177429,2126.9345168488
402,1929.00024308774,12.5385015800703,2218.3502795509
403,1923.88127056299,12.5052282586595,2308.65752467559
404,2100,13,600
405,2089.36793252625,12.9341824394482,696.45597750875
406,2083.83246893976,12.8999152839128,793.84094054848
407,2078.02305912069,12.8639522707471,890.581311051724
408,2071.59363435341,12.8241510698068,986.473159215911
409,2064.99338869866,12.7832924062298,1081.66320360406
410,2058.52766716211,12.7432665110035,1176.30152409263
411,2052.99869084916,12.7090395147805,1270.90395147805
412,2047.08689729123,12.6724426975172,1364.72459819416
413,2043.0775376624,12.6476228521958,1459.34109833028
414,2034.33524332879,12.5935038872735,1549.96970920289
415,2028.10726294342,12.5549497229831,1641.80111762087
416,2025.18288088716,12.536846405492,1735.87104076042
417,2020.16729990987,12.5057975708706,1827.77041420417
418,2010.73230940724,12.4473904868067,1914.98315181642
419,2007.92664839038,12.4300221090833,2007.92664839038
420,2004.18420941609,12.4068546297186,2099.62155272162
421,1997.74210877072,12.3669749590569,2188.00326198698
422,1992.13595600167,12.3322702038199,2276.72680685905
423,2200,13,100
424,2193.44437036306,12.961262188509,199.404033669369
425,2186.53929605053,12.9204594766622,298.164449461435
426,2180.96688087416,12.8875315688019,396.539432886211
427,2171.96556552112,12.8343419780793,493.628537618435
428,2166.08165992772,12.7995734450275,590.749543616652
429,2162.06443245733,12.7758352827024,687.929592145515
430,2156.21198816115,12.7412526573159,784.077086604056
431,2147.76499548312,12.691338609673,878.631134515824
432,2139.4231114268,12.6420456584311,972.465050648544
433,2136.33841375402,12.6238178994556,1068.16920687701
434,2128.82242163815,12.5794052187709,1161.17586634808
435,2123.40970265817,12.5474209702528,1254.74209702528
436,2117.36682935148,12.5117130825315,1347.41525504185
437,2108.78162849385,12.4609823501909,1437.80565579126
438,2104.32852792971,12.4346685741301,1530.42074758524
439,2098.63214649118,12.401008138357,1621.67029501591
440,2089.75040005082,12.3485250912094,1709.79578185976
441,2087.76502485562,12.3367933286923,1803.06979419349
442,2080.10895198512,12.2915528980939,1891.00813816829
443,2075.99448409066,12.267240133263,1981.63109845017
444,2073.44949440822,12.2522015578667,2073.44949440822
445,2066.96062016669,12.2138582100759,2160.91337562881
446,2058.17074153418,12.1619180181565,2245.27717258274
447,2300,13,100
448,2263.58638798031,12.7941839320626,196.83359895481
449,2255.30339042361,12.7473669893508,294.170007446558
450,2247.79321347966,12.7049181631459,390.920558866028
451,2242.60746110435,12.6756073888507,487.523361109641
452,2235.72490462811,12.6367059826806,583.232583816029
453,2226.691610592,12.5856482337809,677.68875104974
454,2220.69830353115,12.5517730199587,772.416801228227
455,2215.23727408752,12.520906331799,866.831976816855
456,2207.31761786621,12.4761430575046,959.703312115742
457,2202.24705567251,12.447483358149,1053.24859184337
458,2197.19351408674,12.4189198622294,1146.36183343656
459,2190.28266519239,12.3798585423918,1237.98585423918
460,2179.09490067915,12.3166233516648,1326.40559171775
461,2172.64104176059,12.2801450186468,1416.93980984386
462,2171.17742895428,12.2718724245242,1510.38429840298
463,2163.89245840611,12.2306965040345,1599.39877360451
464,2158.34066537318,12.1993168042832,1689.13617290075
465,2149.40366870068,12.1488033448299,1775.5943350136
466,2144.15344361693,12.119128159574,1864.48125531907
467,2141.20141723174,12.102442793049,1955.00998964637
468,2135.06856986726,12.0677788731627,2042.23950161216
469,2128.72841386237,12.0319432087873,2128.72841386237
470,2122.88734058609,11.9989284467909,2215.18679017679
471,2400,13,100
472,2335.85849049518,12.6525668235156,194.654874207932
473,2324.27675737723,12.5898324357933,290.534594672154
474,2314.53556740744,12.5370676567903,385.755927901241
475,2306.56124083008,12.4938733878296,480.5335918396
476,2298.01863345074,12.4476009311915,574.504658362685
477,2291.30260562494,12.4112224471351,668.296593307273
478,2285.91239921594,12.382025495753,761.970799738648
479,2280.53307326591,12.3528874801903,855.199902474715
480,2274.66316166703,12.3210921256964,947.776317361262
481,2264.87041399983,12.2680480758324,1038.06560641659
482,2258.19210850713,12.2318739210803,1129.09605425356
483,2253.21635971532,12.204921948458,1220.4921948458
484,2245.32142818756,12.1621577360159,1309.77083310941
485,2238.51437441773,12.1252861947627,1399.07148401108
486,2232.1078062498,12.0905839505198,1488.0718708332
487,2223.22769265869,12.0424833352346,1574.78628229991
488,2221.06956711864,12.0307934885593,1665.80217533898
489,2211.86892393831,11.9809566713325,1751.06289811783
490,2204.25046118022,11.9396899980595,1836.87538431685
491,2199.11034694127,11.9118477125986,1924.22155357361
492,2194.39078859466,11.8862834382211,2011.52488954511
493,2186.93601469053,11.8459034129071,2095.8136807451
494,2183.40851730562,11.8267961354054,2183.40851730562
495,1694.96034454177,13.9584969550499,1994.07099357855
496,1692.12991199546,13.9351875105508,2090.27812658262
497,1689.05580930337,13.9098713707337,2185.83692968672
498,1685.36473351576,13.8794742760121,2280.19934534485
499,1683.30374592768,13.8625014370514,2376.42881778025
500,1794.949215413,13.9607161198789,1595.51041370044
501,1791.73995511577,13.935755206456,1692.19884649822
502,1785.65961053219,13.8884636374726,1785.65961053219
503,1778.1403216688,13.8299802796462,1876.92589509484
504,1774.27653495261,13.799928605187,1971.41837216957
505,1772.71260284794,13.7877646888173,2068.1647033226
506,1765.73620402299,13.7335038090677,2158.12202713921
507,1762.12512698247,13.7054176543081,2251.60432892205
508,1761.53367651865,13.7008174840339,2348.71156869153
509,1900,14,1100
510,1892.48241868168,13.9446072955492,1195.25205390422
511,1891.07627212044,13.9342462156243,1293.89429145083
512,1880.6228174324,13.8572207600282,1385.72207600282
513,1879.17003436204,13.8465160426677,1483.55529028582
514,1870.654709158,13.7837715411642,1575.28817613306
515,1863.3781530537,13.7301548119746,1667.2330843112
516,1858.50742998735,13.694265273591,1760.6912494617
517,1853.91708514152,13.6604416799902,1853.91708514152
518,1848.13153730071,13.6178113274789,1945.40161821127
519,1841.17032941201,13.56651821672,2034.97773250801
520,1840.17345943226,13.5591728589745,2130.72716355314
521,1836.60543291087,13.532882137238,2223.25920826053
522,1831.57519551797,13.4958172301324,2313.5686680227
523,2000,14,700
524,1991.38303572921,13.9396812501045,796.553214291686
525,1986.95411234364,13.9086787864055,894.129350554638
526,1980.34982056898,13.8624487439829,990.174910284491
527,1973.52700856163,13.8146890599314,1085.43985470889
528,1966.24081587665,13.7636857111366,1179.74448952599
529,1964.61977540148,13.7523384278104,1277.00285401096
530,1957.58053416882,13.7030637391817,1370.30637391817
531,1949.83235141299,13.6488264598909,1462.37426355974
532,1942.92265069915,13.600458554894,1554.33812055932
533,1934.58468957528,13.542092827027,1644.39698613899
534,1931.97145662999,13.52380019641,1738.774310967
535,1925.56185569898,13.4789329898929,1829.28376291403
536,1919.81354665223,13.4386948265656,1919.81354665223
537,1913.9555495824,13.3976888470768,2009.65332706152
538,1910.61781140868,13.3743246798608,2101.67959254955
539,1905.7853177335,13.3404972241345,2191.65311539352
540,1900.6976743578,13.3048837205046,2280.83720922936
541,2096.19134765825,13.9746089843883,299.455906808322
542,2092.59353531547,13.9506235687698,398.589244821994
543,2084.03932682726,13.8935955121817,496.199839720775
544,2077.95752726259,13.8530501817506,593.702150646455
545,2070.28509505546,13.801900633703,690.095031685152
546,2063.5862627832,13.757241751888,786.128100107886
547,2057.96172834001,13.7197448556001,881.983597860004
548,2048.74506756009,13.6583004504006,975.592889314326
549,2047.10002365478,13.6473334910318,1072.29048858107
550,2036.11745554018,13.5741163702679,1163.49568888011
551,2034.21858611886,13.5614572407924,1259.2781723593
552,2027.08752154273,13.5139168102848,1351.39168102848
553,2019.85521489182,13.4657014326121,1442.75372492273
554,2012.7614725228,13.4184098168187,1533.53255049356
555,2005.79545819696,13.3719697213131,1623.73918044516
556,1999.76263468125,13.331750897875,1714.08225829821
557,1994.31441782276,13.2954294521517,1804.37971136345
558,1989.70388574912,13.2646925716608,1894.95608166583
559,1984.28541727685,13.2285694485123,1984.28541727685
560,1979.26772415486,13.1951181610324,2073.51856816223
561,1973.70025004949,13.1580016669966,2161.67170243515
562,1967.65368755576,13.1176912503717,2248.7470714923
563,2200,14,100
564,2177.84030490983,13.8589837585171,197.98548226453
565,2164.50410470235,13.774117029924,295.159650641229
566,2161.81671520389,13.7570154603884,393.057584582526
567,2153.08964657705,13.7014795691267,489.338556040238
568,2146.34046203763,13.6585302129667,585.365580555718
569,2138.9055811511,13.6112173345979,680.560866729894
570,2129.84119357248,13.5535348681885,774.487706753627
571,2124.23273505088,13.5178446775965,869.004300702633
572,2118.46688410577,13.4811528988549,962.93949277535
573,2113.48580914822,13.449455149125,1056.74290457411
574,2105.72973922385,13.4000983405154,1148.57985775846
575,2099.7059200102,13.3617649455195,1240.73531636967
576,2092.70879674618,13.3172377974757,1331.72377974757
577,2085.15730920282,13.2691828767452,1421.69816536556
578,2079.45393980702,13.2328887078629,1512.33013804147
579,2073.30546832329,13.1937620711482,1602.099680068
580,2069.66931523771,13.1706229151491,1693.36580337631
581,2060.64634854275,13.1132040361811,1779.64911919601
582,2055.91811286452,13.0831152636833,1869.01646624048
583,2049.35980196916,13.0413805579856,1956.20708369784
584,2045.7912743858,13.0186717460915,2045.7912743858
585,2040.5307471785,12.9851956638632,2133.28214477752
586,2033.21829518608,12.9386618784569,2218.05632202118
587,2300,14,100
588,2238.4651628225,13.6254401215283,194.649144593261
589,2235.60627838111,13.6080382162328,291.600818919275
590,2221.49880397384,13.5221666328842,386.347618082407
591,2219.88016378795,13.5123140404484,482.582644301728
592,2209.99283078609,13.4521302743501,576.519868900719
593,2204.57925456533,13.4191780712672,670.95890356336
594,2202.25188141125,13.4050114520685,766.000654403912
595,2190.25846832252,13.3320080680501,857.057661517508
596,2181.99961252543,13.2817367718939,948.695483706707
597,2179.24370059212,13.2649616557781,1042.24698723971
598,2170.90235046703,13.2141882202341,1132.64470459149
599,2165.01734195946,13.1783664293185,1223.705454151
600,2155.83754015374,13.1224893748488,1312.24893748488
601,2149.58980295302,13.0844596701488,1401.90639323023
602,2144.59040890185,13.0540285759243,1491.88898010564
603,2136.1847273714,13.0028635579129,1578.91914631799
604,2134.03589385685,12.9897837017373,1670.11504736623
605,2124.81628003017,12.9336643132271,1755.28301393797
606,2116.31324430449,12.8819067044621,1840.27238635173
607,2111.61089189158,12.8532836897748,1927.99255346623
608,2107.48311941603,12.8281581181845,2015.85341857186
609,2101.21038147929,12.7899762350914,2101.21038147929
610,2094.87311544616,12.751401572281,2185.95455524817
611,2400,14,100
612,2304.0092447207,13.4400539275374,192.000770393392
613,2299.45779161792,13.4135037844379,287.432223952241
614,2290.87099225663,13.363414121497,381.811832042772
615,2282.29859015552,13.3134084425739,475.478872949067
616,2273.24959644784,13.2606226459457,568.312399111961
617,2266.01980098648,13.2184488390878,660.92244195439
618,2260.10101740217,13.1839226015127,753.367005800724
619,2255.40912396448,13.1565532231261,845.77842148668
620,2246.00902255309,13.1017192982264,935.837092730454
621,2238.48746646361,13.0578435543711,1025.97342212915
622,2234.52886268216,13.0347516989793,1117.26443134108
623,2225.98753525649,12.9849272889962,1205.74324826393
624,2219.13265139135,12.9449404664495,1294.49404664495
625,2212.53766704796,12.9064697244465,1382.83604190498
626,2206.56595906474,12.871634761211,1471.04397270983
627,2198.70755293434,12.8257940587836,1557.41784999515
628,2191.17736693544,12.7818679737901,1643.38302520158
629,2184.21602577705,12.7412601503661,1729.17102040683
630,2177.05049208682,12.6994612038398,1814.20874340568
631,2173.19675580816,12.6769810755476,1901.54716133214
632,2165.99972909779,12.6349984197371,1985.49975167298
633,2159.71868448755,12.598358992844,2069.73040596724
634,2150.10469250443,12.5422773729425,2150.10469250443
635,1600,15,2100
636,1600,15,2199.99999906169
637,1591.95114990518,14.924542030361,2288.42977798869
638,1589.75652182907,14.9039673921475,2384.63478274361
639,1698.69463022648,14.9884820314101,1698.69463022648
640,1691.61046569547,14.925974697313,1791.11696367756
641,1688.78810667031,14.9010715294439,1887.46906039623
642,1683.15557058741,14.8513726816536,1980.18302422048
643,1675.49650243834,14.7837926685736,2069.73097360031
644,1670.76260346921,14.7420229717872,2162.16336919545
645,1668.81141716097,14.7248066220086,2257.80368204131
646,1667.51866343528,14.7133999714877,2354.14399543804
647,1794.99653157094,14.9583044297578,1296.38638391235
648,1787.82667031283,14.8985555859403,1390.53185468776
649,1784.17599241605,14.8681332701337,1486.81332701337
650,1777.96168415734,14.8163473679778,1580.41038591763
651,1772.42694574684,14.7702245478904,1673.95878209424
652,1768.09640973267,14.7341367477723,1768.09640973267
653,1765.05167880396,14.708763990033,1863.11010540418
654,1755.78995266877,14.6315829389064,1950.87772518752
655,1752.50248438706,14.6041873698922,2044.58623178491
656,1747.49919916329,14.5624933263608,2135.83235453291
657,1744.51786908684,14.537648909057,2229.10616605541
658,1738.37696975359,14.4864747479466,2317.83595967146
659,1900,15,800
660,1893.66861268683,14.9500153633171,897.000921799026
661,1887.26888884196,14.8994912276997,993.299415179981
662,1881.70714564321,14.8555827287622,1089.40940010923
663,1873.4701552998,14.79055385763,1183.2443086104
664,1869.76894197205,14.7613337524109,1279.31559187561
665,1867.07333562542,14.7400526496744,1375.73824730294
666,1857.0146680526,14.6606421162048,1466.06421162048
667,1851.59233481477,14.6178342222219,1559.23565037033
668,1845.92289755846,14.5730755070405,1651.61522413125
669,1840.86560976747,14.5331495507959,1743.9779460955
670,1837.50831786545,14.5066446147273,1837.50831786545
671,1829.10643447195,14.4403139563575,1925.37519418099
672,1823.73689330786,14.3979228419042,2015.70919786659
673,1819.96333094601,14.3681315601001,2107.32596214801
674,1815.66326173152,14.3341836452488,2197.90815893815
675,1809.92255222452,14.2888622544041,2286.21796070466
676,2000,15,400
677,1994.95016942016,14.9621262706512,498.737542355039
678,1985.45253168461,14.8908939876346,595.635759505383
679,1977.43377181574,14.830753288618,692.101820135507
680,1973.10261100769,14.7982695825577,789.241044403078
