DMU,panel_area,wind_mills,storage,demand_met,pct_dem_met,reward_risk,energy_purchased,energy_sold,population,total_prod,area
441,2200,13,1900,0.859844444444,0.953285993713,1.75219492025,170243.06066,3769752.10726,50000,21274.9362631,18200
442,2200,13,2000,0.861647222222,0.947050343789,1.75710160757,167399.534389,3758128.5225,50000,21246.627222,18200
443,2200,13,2100,0.864888888889,0.943493531682,1.75308746245,162872.296509,3760828.01281,50000,21250.3351602,18200
444,2200,13,2200,0.868769444444,0.949530128208,1.76017267937,157104.341037,3749418.29434,50000,21230.817458,18200
445,2200,13,2300,0.870975,0.944034837959,1.7589339739,153021.420616,3755263.25094,50000,21254.2394921,18200
446,2200,13,2400,0.872175,0.946594179376,1.75679667179,150752.889793,3740686.61584,50000,21214.952971,18200
447,2300,13,100,0.814927777778,0.945744140829,1.78737691342,248508.453624,3910428.69929,50000,21668.8749342,18300
448,2300,13,200,0.818125,0.952644409629,1.79185907529,243284.771023,3907010.0174,50000,21662.8082615,18300
449,2300,13,300,0.821875,0.95135639353,1.79401577922,236104.910723,3895381.89487,50000,21628.8862455,18300
450,2300,13,400,0.825197222222,0.948007192344,1.78204996941,230225.363968,3926175.95027,50000,21714.2487955,18300
451,2300,13,500,0.829263888889,0.949920669356,1.78958579523,222924.004344,3918536.63772,50000,21698.6957634,18300
452,2300,13,600,0.832547222222,0.952445772357,1.78517868649,219111.371166,3915898.33275,50000,21686.6993943,18300
453,2300,13,700,0.834855555556,0.953115772076,1.78282714747,212154.334667,3916261.08598,50000,21695.1185611,18300
454,2300,13,800,0.838213888889,0.949722770019,1.78773981109,208357.208078,3904636.44238,50000,21658.8396996,18300
455,2300,13,900,0.841744444444,0.958401346483,1.78226848594,201858.542967,3914373.07932,50000,21687.5681234,18300
456,2300,13,1000,0.844305555556,0.954459251475,1.78626026137,196699.109009,3910326.58716,50000,21682.6753363,18300
457,2300,13,1100,0.847925,0.951835760731,1.78455226462,192041.093636,3916720.71813,50000,21699.0930421,18300
458,2300,13,1200,0.851525,0.947884107932,1.78588474289,185334.331145,3912026.07593,50000,21689.8743728,18300
459,2300,13,1300,0.854375,0.955302406425,1.78875462397,180031.356068,3900817.7268,50000,21666.9368395,18300
460,2300,13,1400,0.855511111111,0.948252683646,1.78162118252,177196.977367,3902412.09711,50000,21666.1991506,18300
461,2300,13,1500,0.858461111111,0.954403121166,1.78380858877,173204.901724,3892481.99756,50000,21649.4005212,18300
462,2300,13,1600,0.863213888889,0.94761085409,1.78767735255,165176.021247,3902197.1093,50000,21690.136153,18300
463,2300,13,1700,0.865594444444,0.943628905222,1.78681813955,161958.335851,3893524.74294,50000,21668.3942481,18300
464,2300,13,1800,0.868636111111,0.959089435814,1.78329116511,157645.841944,3895483.64117,50000,21681.1341133,18300
465,2300,13,1900,0.870213888889,0.955324545668,1.78052078381,156479.904864,3890663.64957,50000,21663.3320792,18300
466,2300,13,2000,0.872975,0.946768531838,1.78606600374,150109.560684,3894229.79302,50000,21684.4592553,18300
467,2300,13,2100,0.876652777778,0.954178485045,1.79105844673,146672.908916,3893015.1249,50000,21686.8067684,18300
468,2300,13,2200,0.879008333333,0.956874566305,1.78331202611,142963.934008,3883280.69115,50000,21670.0873492,18300
469,2300,13,2300,0.881219444444,0.947533941197,1.78429884864,138795.310812,3893265.29531,50000,21692.666684,18300
470,2300,13,2400,0.883605555556,0.947938303166,1.79026111807,134397.865723,3882730.59849,50000,21678.655839,18300
471,2400,13,100,0.828708333333,0.964868773293,1.81133397899,226838.542575,4055869.77555,50000,22121.459003,18400
472,2400,13,200,0.832602777778,0.961199376026,1.82229241354,220621.906689,4044063.10439,50000,22094.0634056,18400
473,2400,13,300,0.835280555556,0.950084736404,1.81358916398,216366.220498,4051383.02675,50000,22110.6247998,18400
474,2400,13,400,0.838558333333,0.959890615111,1.812005841,208893.048371,4039752.25468,50000,22095.5697865,18400
475,2400,13,500,0.841722222222,0.961419452918,1.81664763043,203563.098912,4047289.16308,50000,22108.7343469,18400
476,2400,13,600,0.844238888889,0.957665847398,1.81095523956,200063.485675,4049409.94675,50000,22117.5547845,18400
477,2400,13,700,0.847313888889,0.962943464701,1.81931503634,194277.738001,4039550.62196,50000,22091.0150091,18400
478,2400,13,800,0.85085,0.956796048531,1.81425122402,188888.192549,4044084.01105,50000,22106.9505428,18400
479,2400,13,900,0.854363888889,0.953981499749,1.81084485845,183360.491759,4050663.75111,50000,22126.9093822,18400
480,2400,13,1000,0.857666666667,0.952932577017,1.81197870927,177411.41273,4052793.87688,50000,22138.2848306,18400
481,2400,13,1100,0.859452777778,0.951556979784,1.81721733022,173944.016084,4039755.27066,50000,22104.6239377,18400
482,2400,13,1200,0.862380555556,0.951935588592,1.813656004,170887.996186,4040015.90769,50000,22104.5266966,18400
483,2400,13,1300,0.865930555556,0.951248024004,1.81146173214,164518.455792,4052045.41522,50000,22144.4032053,18400
484,2400,13,1400,0.868327777778,0.943300825846,1.82104178306,160723.386126,4041376.09137,50000,22117.1558602,18400
485,2400,13,1500,0.871044444444,0.958472610993,1.81641504078,156180.841733,4028998.44507,50000,22088.7356853,18400
486,2400,13,1600,0.873766666667,0.954209132208,1.8085031846,153155.392008,4048088.50384,50000,22141.9012917,18400
487,2400,13,1700,0.875486111111,0.959271785299,1.81701916329,149048.419236,4022408.7002,50000,22077.7738126,18400
488,2400,13,1800,0.879794444444,0.951806466295,1.81966975396,143178.016407,4044182.83085,50000,22150.2535402,18400
489,2400,13,1900,0.88125,0.957660489655,1.81350861036,140455.156343,4035666.07862,50000,22132.7954154,18400
490,2400,13,2000,0.883022222222,0.940799491506,1.8133454893,137577.492567,4028076.20323,50000,22108.0340896,18400
491,2400,13,2100,0.885733333333,0.950184891992,1.8173014294,135513.22749,4026662.51833,50000,22107.8180626,18400
492,2400,13,2200,0.888591666667,0.949837099586,1.81533717714,130876.889373,4025176.7731,50000,22116.5627465,18400
493,2400,13,2300,0.890316666667,0.940366830308,1.81065936995,128346.716683,4023203.13223,50000,22115.345122,18400
494,2400,13,2400,0.893616666667,0.951256470119,1.81603140887,122480.257473,4016826.06116,50000,22109.8588268,18400
495,1700,14,2000,0.800408333333,0.911489246565,1.56310484047,259651.931424,3439417.69183,50000,19997.646086,17700
496,1700,14,2100,0.803738888889,0.923395618014,1.56304297308,252581.273881,3431546.35329,50000,19981.1081354,17700
497,1700,14,2200,0.807525,0.912829669501,1.56379331574,247158.046312,3420531.55579,50000,19953.875198,17700
498,1700,14,2300,0.810322222222,0.921330425121,1.55560510973,241948.261521,3443403.7323,50000,20027.0546106,17700
499,1700,14,2400,0.814252777778,0.915376606953,1.56382419046,237118.431249,3430517.33184,50000,19999.1878146,17700
500,1800,14,1600,0.802497222222,0.931868794933,1.58461217073,257268.973417,3570565.09556,50000,20432.3845423,17800
501,1800,14,1700,0.807891666667,0.928286870313,1.59129461451,249134.660037,3571478.10546,50000,20445.17044,17800
502,1800,14,1800,0.809416666667,0.93871380409,1.5875313384,245737.085928,3562290.82472,50000,20419.6612902,17800
503,1800,14,1900,0.813463888889,0.926629158311,1.59431910059,240324.265837,3563650.35359,50000,20426.7199302,17800
504,1800,14,2000,0.817027777778,0.926888999209,1.59113135437,232814.504806,3560618.03318,50000,20433.2097693,17800
505,1800,14,2100,0.821216666667,0.937234318418,1.59373128034,226266.666609,3568650.06501,50000,20459.482625,17800
506,1800,14,2200,0.822875,0.919637275804,1.58729312968,223509.50658,3561394.98789,50000,20448.7168116,17800
507,1800,14,2300,0.826072222222,0.928050836546,1.5968238331,217604.228148,3544565.76341,50000,20412.4920162,17800
508,1800,14,2400,0.829977777778,0.94694562786,1.58964014217,211453.507346,3552231.69521,50000,20444.9308281,17800
509,1900,14,1100,0.801686111111,0.935150590315,1.61711201362,263571.236137,3698438.8775,50000,20847.7973862,17900
510,1900,14,1200,0.804594444444,0.932719079825,1.62104411775,256460.889117,3686797.90141,50000,20822.6363048,17900
511,1900,14,1300,0.808730555556,0.944281011612,1.62098286234,248460.417885,3708026.57514,50000,20888.2072573,17900
512,1900,14,1400,0.811427777778,0.937452562829,1.62120805881,244159.681169,3686382.12706,50000,20833.5453838,17900
513,1900,14,1500,0.816730555556,0.921830539731,1.61971605363,236308.350346,3701235.54626,50000,20879.4510621,17900
