DMU,sy1,sy2,sy3
1536,0,0.073406925969028,0.208698152684302
1537,0,0.0749727921739089,0.206843488993913
1538,0,0.0800673062651081,0.214698273786388
1539,0,0.091537164424023,0.221614165343645
1540,0,0.0912489423747295,0.222606818433414
1541,0,0,0
1542,0,0.0495087703009572,0.143028103009718
1543,0,0.0535894226151094,0.147088040752879
1544,0,0.0614907896951292,0.152487551705343
1545,0,0.0547916120116322,0.160207708757342
1546,0,0.0498391841023543,0.162917403774212
1547,0,0.0676401586018776,0.170619725501641
1548,0,0.0688582258236543,0.174403089259537
1549,0,0.0651353628498588,0.171375011332913
1550,0,0.06701529055412,0.180532440409462
1551,0,0.0711681327808996,0.186559617389428
1552,0,0.0632869126319408,0.191356614527094
1553,0,0.0693348219605876,0.19546660708502
1554,0,0.0772359986817876,0.203200461299592
1555,0,0.0973580179563195,0.206666984134085
1556,0,0.0753057631069632,0.205225418986395
1557,0,0.0831318951821327,0.215517269644819
1558,0,0.0869983549265681,0.216170620583025
1559,0,0.0751578752292304,0.222395338295854
1560,0,0.08801371684706,0.226258414466895
1561,0,0.0829170628861909,0.233872079245482
1562,0,0.0907528573728748,0.237066503827649
1563,0,0.0931084116810024,0.241034300478768
1564,0,0.0998759638666178,0.240728557752495
1565,0,0,0
1566,0,0.00594571434597603,0.0125537597623132
1567,0,0,0
1568,0,0,0.0110743777962219
1569,0,0,0.0135421567880207
1570,0.00049748461989427,0,0.0284609358963715
1571,0,0.0222179588051375,0.0219912501291555
1572,0,0,0.0276287768248183
1573,0,0,0.0444574049063301
1574,0,0.00316965563339842,0.0491371775723285
1575,0,0,0
1576,0,0.00888164335419648,0.0115929836915749
1577,0,0,0.0224139765560165
1578,0,0,0.0240526556071125
1579,0,0.00497968533843561,0.0264922909859615
1580,0,0.004826875914466,0.0313290017942098
1581,0,0.00233145160133371,0.0331348843015543
1582,0,0.0211420674721037,0.0359150265171582
1583,0,0.0206556995420991,0.0429609095986699
1584,0,0.0235762615039465,0.0550725334558426
1585,0,0.0271814784286504,0.0615268215639363
1586,0,0.0345406987152327,0.075607559758495
1587,0,0,0
1588,0,0,0.00327082009350864
1589,0,0,0.0137338596271745
1590,0,0.0134182926576773,0.0146417083965435
1591,0,0.000591338790561519,0.0216174747287341
1592,0,0.00737970390065143,0.0314094672201365
1593,0,0.0189946329574761,0.0359061036762124
1594,0,0.00981402872452725,0.038107716936603
1595,0,0.0309227181833133,0.0450544317651091
1596,0,0.00534969382023703,0.0478473862266107
1597,0,0.0249878987020433,0.049912196592875
1598,0,0.000338512879582695,0.0554878265830562
1599,0,0.0158457191182511,0.0549528740529971
1600,0,0.0401252068804955,0.0724462692397132
1601,0,0.0337390401266462,0.0699869587814934
1602,0,0.023430716695418,0.0820557347349096
1603,0,0.0317346917760864,0.0951151259145964
1604,0,0,0
1605,0,0,0.00606974940435631
1606,0,0,0.0115448602783331
1607,0,0.00305448807724133,0.0139300297178758
1608,0,0.00637604690604157,0.0219038731765122
1609,0,0.0171854998854154,0.0307418546946025
1610,0,0.0158399383959232,0.0353177563140612
1611,0,0.0132473064505779,0.0402678245828898
1612,0,0.0368052759765743,0.0459251665296023
1613,0,0.0268507780584255,0.0559271512927861
1614,0,0.0263221040781687,0.0566731097624964
1615,0,0.0336072671071414,0.0684400759080551
1616,0,0.0336502392305235,0.0687042050650919
1617,0,0.0270515735730765,0.0704312481703463
1618,0,0.0297531700754028,0.0757014840565262
1619,0,0.0319284278202205,0.0820493135054521
1620,0,0.0418434664630558,0.0811753033311447
1621,0,0.0420704485049392,0.0921797105592239
1622,0,0.0311707097985599,0.0977601995120477
1623,0,0.0257159265668642,0.108522054367051
1624,0,0.0496039813973322,0.113352259769197
1625,0,0.00277826634575819,0.00121360415923181
1626,0,0,0.00901448198019661
1627,0,0,0.0206522901649657
1628,0,0,0.0232499245403687
1629,0,0.0197656145001708,0.0278116625476356
1630,0,0.0095318639511084,0.0390233902418397
1631,0,0.0136420398367234,0.0427913025607002
1632,0,0.0371356863177476,0.0485504523244337
1633,0,0.0345435075674045,0.048794907060542
1634,0,0.0360940654669184,0.0568816269876572
1635,0,0.0310598340472188,0.0645430894961706
1636,0,0.042763742932504,0.068892918304485
1637,0,0.0450788275001409,0.0768877193137119
1638,0,0.0368510793788301,0.0848253926359324
1639,0,0.0355707257996674,0.0847650404907073
1640,0,0.0299687762219958,0.0939107173721693
1641,0,0.0392343949106628,0.0999355216924808
1642,0,0.0433672910933619,0.0985074451316929
1643,0,0.0366626805694981,0.101849131279951
1644,0,0.0397402473180717,0.111529217534491
1645,0,0.045953543814215,0.113664807388436
1646,0,0.0323922095823137,0.116498774126253
1647,0,0.0644614049315392,0.12439691601798
1648,0,0.0490309817447974,0.132564530463196
1649,0,0,0
