DMU,x
553,0.961835816615152
554,0.958457844058476
555,0.955140694379504
556,0.952267921276785
557,0.94967353229655
558,0.947478040832915
559,0.944897817750882
560,0.942508440073741
561,0.939857261928327
562,0.936977946455124
563,1
564,0.98992741132265
565,0.983865502137431
566,0.982643961456315
567,0.978677112080475
568,0.975609300926196
569,0.972229809614134
570,0.968109633442034
571,0.965560334114036
572,0.962939492775351
573,0.960675367794645
574,0.957149881465386
575,0.95441178182282
576,0.951231271248264
577,0.947798776910373
578,0.945206336275919
579,0.942411576510588
580,0.940758779653504
581,0.936657431155793
582,0.934508233120238
583,0.931527182713255
584,0.929905124720818
585,0.927513975990228
586,0.924190134175491
587,1
588,0.973245722966304
589,0.972002729730916
590,0.965869045206017
591,0.965165288603457
592,0.960866448167864
593,0.958512719376229
594,0.95750081800489
595,0.952286290575009
596,0.948695483706707
597,0.94749726112701
598,0.943870587159579
599,0.941311887808462
600,0.937320669632059
601,0.934604262153489
602,0.932430612566023
603,0.92877596842235
604,0.927841692981237
605,0.923833165230508
606,0.920136193175864
607,0.918091692126774
608,0.916297008441753
609,0.913569731077954
610,0.91081439802007
611,1
612,0.960003851966959
613,0.958107413174135
614,0.95452958010693
615,0.950957745898135
616,0.947187331853268
617,0.944174917077701
618,0.941708757250905
619,0.939753801651867
620,0.935837092730454
621,0.932703111026504
622,0.931053692784234
623,0.927494806356873
624,0.924638604746394
625,0.921890694603319
626,0.919402482943642
627,0.916128147055973
628,0.912990569556435
629,0.910090010740437
630,0.907104371702841
631,0.905498648253401
632,0.902499887124081
633,0.899882785203146
634,0.895876955210178
635,1
636,1
637,0.994969468690736
638,0.99359782614317
639,0.99923213542734
640,0.995064979820865
641,0.993404768629593
642,0.990091512110239
643,0.985586177904908
644,0.982801531452478
645,0.981653774800572
646,0.980893331432515
647,0.997220295317189
648,0.993237039062684
649,0.991208884675582
650,0.987756491198521
651,0.984681636526024
652,0.982275783184819
653,0.9805842660022
654,0.975438862593761
655,0.973612491326146
656,0.970832888424052
657,0.969176593937133
658,0.965764983196441
659,1
660,0.996667690887807
661,0.993299415179981
662,0.990372181917478
663,0.986036923842001
664,0.984088916827396
665,0.982670176644959
666,0.977376141080317
667,0.974522281481457
668,0.971538367136032
669,0.968876636719724
670,0.967109640981817
671,0.962687597090497
672,0.959861522793612
673,0.957875437340006
674,0.955612243016588
675,0.952590816960273
676,1
677,0.997475084710078
678,0.992726265842306
679,0.988716885907868
680,0.986551305503847
681,0.982952119970352
682,0.981213185195889
683,0.976336411167168
684,0.973780424140168
685,0.970588241263809
686,0.968699668090559
687,0.963874644674149
688,0.961671603191922
689,0.959191739574244
690,0.956073061259513
691,0.952402198570473
692,0.949151316417095
693,0.946067881394849
694,0.943332604031219
695,0.941941460066111
696,0.939219057096821
697,1
698,0.992548065403476
699,0.98815500554273
700,0.98696860487413
701,0.982860267979885
702,0.980323107487799
703,0.976640263773642
704,0.972695681658525
705,0.970839854633163
706,0.966461291355202
707,0.963194891223759
708,0.960327850125798
709,0.957225629768022
710,0.954397030938093
711,0.952065652155886
712,0.948880545133586
713,0.943841884157809
714,0.94145487177124
715,0.938867186364233
716,0.936480659539808
717,0.933253996602735
718,0.932398764655852
719,0.927182172097336
720,0.926239051877014
721,1
722,0.977689973811582
723,0.97457536580147
724,0.972246564306142
725,0.968954156088946
726,0.964748669712108
727,0.963010539462618
728,0.959587732626806
729,0.956976776860387
730,0.95427632483773
731,0.94992421352714
732,0.946318066144228
733,0.943097463179771
734,0.941136244662775
735,0.938165185621875
736,0.933973975250433
737,0.930926306803712
738,0.928045655678831
739,0.924446269552621
740,0.92299087186045
741,0.919712367709779
742,0.916675538974776
743,0.914993815884082
744,0.911156062771931
745,1
746,0.965715821454901
747,0.961063461355297
748,0.958499393040891
749,0.954667332438879
750,0.950288738309054
751,0.949268162247573
752,0.945040180955754
753,0.942575476199963
754,0.938052563475367
755,0.936996067663273
756,0.933747529055198
757,0.930554612418491
758,0.926874789420539
759,0.923907542605188
760,0.920679469403942
761,0.918251117756642
762,0.914091884486465
763,0.911923947776576
764,0.908861926004021
765,0.906584833039217
766,0.903721664504394
767,0.90162208554813
768,0.899312774317525
769,1
770,0.949990040919237
771,0.947852710044682
772,0.943714300368114
773,0.941815532681037
774,0.937858827848107
775,0.934444250502271
776,0.931283484520854
777,0.928266892917741
778,0.924699339202794
779,0.922252193882701
780,0.920114741601022
781,0.915344728822223
782,0.913813267774403
783,0.909686987234263
784,0.907781433287179
785,0.904203440978088
786,0.902083427028141
787,0.897623305197995
788,0.895617493836564
789,0.892813761077693
790,0.891486545285188
791,0.887266464500566
792,0.88467156639197
793,1
794,0.997193378370335
795,0.993637784062625
796,0.990307343479168
797,0.988568851138431
798,0.986029811296675
799,0.983804048914783
800,1
801,0.997361909546895
802,0.992576700741579
803,0.989793730658286
804,0.987130031431142
805,0.98225787470861
806,0.97933774828597
807,0.975301953097914
808,0.974150050402688
809,0.970627151089809
810,0.97009630350624
811,0.999508218380373
812,0.996050489493768
813,0.993497428410341
814,0.989049210931407
815,0.985674336856091
816,0.981977557442843
817,0.980878216834678
818,0.976647416106064
819,0.973462400213582
820,0.969527525020846
821,0.966096627856425
822,0.963349489100776
823,0.958493568006178
824,0.955819907516198
825,0.955951402163132
826,0.998456356675405
827,0.993817437991745
828,0.991392751048623
829,0.987590700233353
830,0.984144299676131
831,0.980920365250539
832,0.978486681973328
833,0.975399081997869
834,0.970676449567552
835,0.967922449942351
836,0.965386118954391
837,0.962041463299216
838,0.958218042860863
839,0.955621261170655
840,0.952406158993745
841,0.94948474957623
842,0.94593855653891
843,0.943487057000191
844,0.941223836840609
845,1
846,1
847,0.992404190980901
848,0.989487420804827
849,0.98630926089038
850,0.983771327408441
851,0.979760770543777
852,0.976591857462292
853,0.972981426806264
854,0.96913754064573
855,0.965738745202048
856,0.964531082656567
857,0.96065953645247
858,0.957356855987739
859,0.953895250819667
860,0.951630541470231
861,0.947476401346353
862,0.946334114360601
863,0.941923509548981
864,0.938989143409662
865,0.936067539691195
866,0.932256380908934
867,0.929828948154632
868,0.928304602107908
869,1
870,0.982030469175708
871,0.978991140903944
872,0.976131576135095
873,0.973316336669636
874,0.968911764608124
875,0.965842396338524
876,0.962682564023054
877,0.959785429894175
878,0.956029108083785
879,0.953014427022687
880,0.950363194374906
881,0.947872730350163
882,0.94390050721205
883,0.939504319941452
884,0.937285808187953
885,0.934211890084392
886,0.931257739626033
887,0.928151916310893
888,0.925263466575424
889,0.921225546629341
890,0.918833173301686
891,0.91617767293227
892,0.914742327843969
893,1
894,0.967504638121679
895,0.965679142654735
896,0.959935308270102
897,0.958606806378469
898,0.954418739646102
899,0.953022236895561
900,0.949453967096621
901,0.944616611594355
902,0.943077926764685
903,0.938501151366666
904,0.936276900117124
905,0.932210424658993
906,0.929919009278967
907,0.925851340820567
908,0.923560563952924
909,0.919955841509704
910,0.918410523531237
911,0.914420334917059
912,0.911733435303732
913,0.908642324937257
914,0.905038094295412
915,0.902432207540886
916,0.900336822039162
917,1
918,0.955254342921701
919,0.951212452634529
920,0.947013989823219
921,0.944705762931752
922,0.941119604856819
923,0.937833213526251
924,0.934381932784665
925,0.931528993426028
926,0.928118379635995
927,0.924299083086045
928,0.921068459944749
929,0.919513251714374
930,0.916521115053673
931,0.912503784598635
932,0.910270442665843
933,0.906376749161254
934,0.904460689138292
935,0.900619153352222
936,0.89700508855893
937,0.894326568657143
938,0.891420851622618
939,0.888973661405559
940,0.885946643656214
941,1
942,0.940104727486221
943,0.936765210282424
944,0.932057881271899
945,0.930818492051671
946,0.927095747329588
947,0.923304128445888
948,0.91994855276153
949,0.916453346245529
950,0.91409721262023
951,0.912224007133973
952,0.907037727064364
953,0.905691179192599
954,0.901104170254674
955,0.89823528690025
956,0.896623527228221
957,0.893541217024682
958,0.890805354071985
959,0.886424891664916
960,0.883231710145752
961,0.881096345738564
962,0.878798116229681
963,0.875361447041647
964,0.872447737040847
965,0.998623972673745
966,0.994569249131181
967,0.992777661678845
968,0.989858371545755
969,1
970,0.995054125404871
971,0.991761295661097
972,0.989976069884237
973,0.985437916336538
974,0.983520087884257
975,0.980347073650236
976,0.97648978423497
977,0.974553342402623
978,0.997691152366859
979,0.995870381909995
980,0.991634261437462
981,0.986618626696081
982,0.984837987638445
983,0.980561026941085
984,0.977379212395774
985,0.97404307065775
986,0.970043765013888
987,0.966824169187001
988,0.964884305942118
989,0.961497093295052
990,0.959226701870713
991,1
992,0.997234229010902
993,0.994077873789056
994,0.988659204300247
995,0.987166465547719
996,0.982612512539507
997,0.97978708841162
998,0.976946408066267
999,0.972513012127829
1000,0.968916041062566
1001,0.964862492177116
1002,0.964341259803206
1003,0.959031175770213
1004,0.956313760603772
1005,0.953098485475019
1006,0.95048896220523
1007,0.946816959974597
1008,0.943769242109824
1009,1
1010,0.996630360291237
1011,0.992210445589946
1012,0.988965258348835
1013,0.986274991302202
1014,0.982068177454
1015,0.978330726949082
1016,0.975602949296766
1017,0.973039708269003
1018,0.96865441944533
1019,0.965486008445173
1020,0.961431543998182
1021,0.957222026572966
1022,0.955149083590188
1023,0.951907362658319
1024,0.949578433547819
1025,0.946985374794956
1026,0.942587790109307
1027,0.938031802268021
1028,0.935436491115191
1029,0.931742338219471
1030,0.930250844671778
1031,1
1032,0.988710145692167
1033,0.984577262582948
1034,0.980443625574276
1035,0.977166438105878
1036,0.974374633943654
1037,0.968583004997084
1038,0.967754659549955
1039,0.964302391141663
1040,0.960153656711019
1041,0.957887651601713
1042,0.953692229346694
1043,0.950609510830483
1044,0.947205980189844
1045,0.943866564104963
1046,0.940625280187178
1047,0.938935101645008
1048,0.933935673500316
1049,0.932576200186049
1050,0.927882069556233
1051,0.92589538039965
1052,0.922072311495854
1053,0.919182285959987
1054,0.915999663244045
1055,0.999589862000257
1056,0.971633750207206
1057,0.967584410739021
1058,0.965002097126411
1059,0.963063221229652
1060,0.956911324061449
1061,0.955388138320731
1062,0.950436324587028
1063,0.94998630875969
1064,0.945504323134464
1065,0.942716202003937
1066,0.939581992566037
1067,0.937036886541658
1068,0.933415938738809
1069,0.929843286455439
1070,0.926562766624885
1071,0.924627750508133
1072,0.920626122223164
1073,0.917029790080588
1074,0.91427426421993
1075,0.911912052493387
1076,0.908880536079897
1077,0.905221568233633
1078,0.902886661391132
1079,1
1080,0.957349500237463
1081,0.954520623593741
1082,0.949937052806637
1083,0.947696635378374
1084,0.943449213092196
1085,0.941754836876498
1086,0.936867546809075
1087,0.933772658780543
1088,0.930921297107627
1089,0.928312619099078
1090,0.924144599156763
1091,0.922601822581227
1092,0.919219981694304
1093,0.915594446893988
1094,0.912375410421622
1095,0.910650802242961
1096,0.906884755645655
1097,0.90275590410835
1098,0.900860446796616
1099,0.896872414866918
1100,0.895077539273227
1101,0.891494705884344
1102,0.888489068667875
1103,1
1104,0.943719916449527
1105,0.939615103362153
1106,0.935381628769755
1107,0.934821964392564
1108,0.929290764002715
1109,0.926179035181097
1110,0.922373972386971
1111,0.919207455341262
1112,0.917943176344788
1113,0.91333130250624
1114,0.910626034863681
1115,0.908023319291089
1116,0.905176876321108
1117,0.902287782178487
1118,0.89949957927987
1119,0.896040535479696
1120,0.892360886446499
1121,0.888877259043639
1122,0.886321696128584
1123,0.883730537411501
1124,0.88099545188736
1125,0.877412661536739
1126,0.874883970500387
1127,1
1128,0.92919653685806
1129,0.924799960752714
1130,0.922036854741954
1131,0.91860454395457
1132,0.916017009244846
1133,0.912446460741057
1134,0.908392786710079
1135,0.90581714788856
1136,0.903008434741434
1137,0.89985259334144
1138,0.89712013933423
1139,0.894431658943643
1140,0.890653784173981
1141,0.888432920368814
1142,0.885575124401358
1143,0.8815127748372
1144,0.878552327859877
1145,0.876342922449088
1146,0.8726618005974
1147,0.869728495569212
1148,0.867371974840826
1149,0.863459817834671
1150,0.860345042993927
1151,0.998418460946194
1152,0.996548533452725
1153,1
1154,0.997212409270709
1155,0.994002126652122
1156,0.988846765689274
1157,0.986370880681163
1158,0.983428651628351
1159,0.980860479104578
1160,0.997780974252694
1161,0.996728535567414
1162,0.989108364689814
1163,0.986422518386788
1164,0.983855053176903
1165,0.980192406127028
1166,0.976819177164731
1167,0.973313640489879
1168,0.970401705340427
1169,0.96649029028789
1170,0.965834932209364
1171,1
1172,0.995762804227357
1173,0.992399459653555
1174,0.988975406403204
1175,0.984991313783292
1176,0.983578381591143
1177,0.978453576235469
1178,0.974635391284815
1179,0.972331995584517
1180,0.969159919692085
1181,0.965665973926278
1182,0.963130187610276
1183,0.958074841726505
1184,0.95426027064127
1185,0.952127342182073
1186,0.949771047004313
1187,1
1188,0.994365881004596
1189,0.989874116634632
1190,0.987551319311009
1191,0.983968963748147
1192,0.980529918087408
1193,0.976312391147242
1194,0.97465102310299
1195,0.969513368460481
1196,0.96728449604935
1197,0.963759636686902
1198,0.960185226172763
1199,0.958506542954037
1200,0.954379221263455
1201,0.951325023387685
1202,0.946774645904841
1203,0.943359652122341
1204,0.940747116016446
1205,0.937917404172082
1206,0.933754653939984
1207,1
1208,0.993664834635991
1209,0.990298664521325
1210,0.986893779515204
1211,0.983504018053762
1212,0.978746281144425
1213,0.975777570534282
1214,0.972323613803025
1215,0.969081323390514
1216,0.964436280787087
1217,0.961516720700727
1218,0.959306221053153
1219,0.955474278391525
1220,0.952099520690065
1221,0.948262451392404
1222,0.945006310591066
1223,0.942541197046742
1224,0.938732969039108
1225,0.935798491008034
1226,0.933336352736097
1227,0.927669235889473
1228,0.925440547677344
1229,0.922235664460026
1230,0.918296865134506
1231,0.999330922689118
1232,0.976836277159967
1233,0.974047342343642
1234,0.970020651983253
1235,0.967996164436882
1236,0.965651653454146
1237,0.961539919434042
1238,0.957074754738188
1239,0.954538765672218
1240,0.95080908152653
1241,0.947852594895447
1242,0.943589446837411
1243,0.940341586840156
1244,0.937848966239898
1245,0.93365983938464
1246,0.931411061947323
1247,0.927327935900804
1248,0.924790428820577
1249,0.920413839686655
1250,0.916737746812618
1251,0.91405639109359
1252,0.91152759309194
1253,0.9085209785177
1254,0.905488310692308
1255,1
1256,0.962014486608171
1257,0.959258207509598
1258,0.955379371528794
1259,0.951435059057163
1260,0.948418704618497
1261,0.944958307696979
1262,0.943018062272291
1263,0.938093097218867
1264,0.935387561706936
1265,0.932061428025339
1266,0.928388861933027
1267,0.925789991629409
1268,0.923131826228438
1269,0.919323285548599
1270,0.915378078011112
1271,0.913569550899793
1272,0.911037722948903
1273,0.907418306810586
1274,0.903187409899121
1275,0.901965494701963
1276,0.897779550767228
1277,0.894894640388689
1278,0.891829947335772
1279,1
1280,0.946281775151903
1281,0.944988666589367
1282,0.939883121845937
1283,0.935592364019016
1284,0.933224424607192
1285,0.930864518004243
1286,0.927028359274452
1287,0.92363167616671
1288,0.920927727662739
1289,0.918162536932895
1290,0.914531102867995
1291,0.911755574628519
1292,0.90857740597011
1293,0.904428081798053
1294,0.90144854788595
1295,0.89885617321553
1296,0.895967787579749
1297,0.892214785149318
1298,0.890686372084653
1299,0.887021368162816
1300,0.883714596426488
1301,0.881486974135665
1302,0.877513719678007
1303,1
1304,0.931606607037702
1305,0.92820448625025
1306,0.924913454130804
1307,0.922776770613284
1308,0.919338677509173
1309,0.915183307800489
1310,0.911666297303677
1311,0.909361721328214
1312,0.906194115376367
1313,0.902554638230386
1314,0.899869122727736
1315,0.897294644121778
1316,0.894601866694176
1317,0.889528975697557
1318,0.887597242342145
1319,0.884220293861425
1320,0.88109411120495
1321,0.878814621885862
1322,0.876249362053389
1323,0.87325730353166
1324,0.869932222155053
1325,0.866489033324452
1326,0.864127867489661
1327,1
1328,0.917632224342073
1329,0.914872156002832
1330,0.911774354267953
1331,0.908269669293932
1332,0.90487610769267
1333,0.901682670224989
1334,0.898202236514759
1335,0.894806697920629
1336,0.89193446206896
1337,0.88961429316298
1338,0.885892843077159
1339,0.882533291428096
1340,0.87995513566601
1341,0.876862775582435
1342,0.873579425698443
1343,0.870497968561368
1344,0.868000335804915
1345,0.864472891152903
1346,0.86181188067982
1347,0.859182475238084
1348,0.856190429422806
1349,0.852409187935343
1350,0.8499044171053
1351,1
1352,0.996941315893639
1353,0.992076562168688
1354,0.989154034898739
1355,0.986077444891217
1356,1
1357,0.995181357675157
1358,0.994591341863282
1359,0.989379583775829
1360,0.985403237815319
1361,0.982636262904276
1362,0.977864553597627
1363,0.977603364224242
1364,0.973507155949877
1365,0.972479077168442
1366,0.99945058689079
1367,0.994723567946493
1368,0.990411827709157
1369,0.987410607142831
1370,0.983267272514009
1371,0.979871338904872
1372,0.976470046689887
1373,0.974433305029299
1374,0.969950046995795
1375,0.967101297194762
1376,0.963480458769369
1377,0.960705039563023
1378,0.958939260135587
1379,0.953335805580651
1380,0.997298868907932
1381,0.993591112180586
1382,0.98931600228164
1383,0.98648147562784
1384,0.983282905942027
1385,0.97857929494208
1386,0.975521677235869
1387,0.971940323680849
1388,0.968545927393891
1389,0.965513930919731
1390,0.961035835348277
1391,0.958694147392906
1392,0.956089215138034
1393,0.951101433170485
1394,0.948975478292739
1395,0.945417368392938
1396,0.94286094880249
1397,0.939791343695172
1398,1
1399,1
1400,0.993114294434345
1401,0.990290631745625
1402,0.985978669473576
1403,0.981413718371538
1404,0.97736542258754
1405,0.973363030702309
1406,0.971199333770801
