DMU,V1
2612,1751
2613,1814
2614,1872
2615,69.5
2616,287
2617,508
2618,652
2619,750
2620,849
2621,974
2622,1037
2623,1154
2624,1216
2625,1340
2626,1413
2627,1510
2628,1549
2629,1625
2630,1663
2631,1717
2632,1787
2633,1843
2634,1911
2635,1943
2636,2006
2637,2055
2638,2100
2639,69.5
2640,857
2641,945
2642,1054
2643,1134
2644,1269
2645,1326
2646,1421
2647,1493
2648,1578
2649,1649
2650,1713
2651,1761
2652,1833
2653,1890
2654,1948
2655,1980
2656,2036
2657,2096
2658,2136
2659,2180
2660,2212
2661,2262
2662,2302
2663,69.5
2664,1229
2665,1341
2666,1438
2667,1501
2668,1585
2669,1629
2670,1720
2671,1801
2672,1863
2673,1906
2674,1981
2675,2026
2676,2073
2677,2116
2678,2169
2679,2219
2680,2252
2681,2282
2682,2337
2683,2364
2684,2398
2685,2437
2686,2464
2687,180
2688,1560
2689,1668
2690,1725
2691,1802
2692,1850
2693,1933
2694,1997
2695,2058
2696,2107
2697,2152
2698,2198
2699,2231
2700,2285
2701,2321
2702,2344
2703,2394
2704,2420
2705,2457
2706,2496
2707,2522
2708,2545
2709,2568
2710,2594
2711,69.5
2712,1851
2713,1925
2714,2001
2715,2072
2716,2123
2717,2175
2718,2200
2719,2256
2720,2295
2721,2332
2722,2389
2723,2412
2724,2460
2725,2486
2726,2508
2727,2540
2728,2560
2729,2584
2730,2608
2731,2639
2732,2660
2733,2678
2734,2697
2735,69.5
2736,2099
2737,2167
2738,2217
2739,2265
2740,2326
2741,2355
2742,2393
2743,2432
2744,2462
2745,2494
2746,2528
2747,2555
2748,2587
2749,2598
2750,2636
2751,2654
2752,2669
2753,2691
2754,2709
2755,2722
2756,2741
2757,2750
2758,2764
2759,69.5
2760,2308
2761,2368
2762,2406
2763,2446
2764,2482
2765,2514
2766,2532
2767,2570
2768,2602
2769,2620
2770,2646
2771,2672
2772,2686
2773,2704
2774,2718
2775,2734
2776,2749
2777,2757
2778,2769
2779,2781
2780,2785
2781,2795
2782,2803
2783,69.5
2784,2478
2785,2521
2786,2552
2787,2591
2788,2604
2789,2628
2790,2653
2791,2680
2792,2694
2793,2713
2794,2729
2795,2743
2796,2755
2797,2767
2798,2778
2799,2787
2800,2794
2801,2800
2802,2807
2803,2812
2804,2816
2805,2820
2806,2823
2807,69.5
2808,2618
2809,2645
2810,2662
2811,2683
2812,2701
2813,2719
2814,2735
2815,2748
2816,2763
2817,2772
2818,2783
2819,2790
2820,2798
2821,2805
2822,2809
2823,2815
2824,2819
2825,2821
2826,2824
2827,2827
2828,2828
2829,2829
2830,2830
