DMU,V1
2661,2272
2662,2810
2663,2214
2664,2477
2665,1560
2666,2496
2667,2535
2668,2253
2669,2752
2670,1983
2671,2002
2672,2771
2673,1785
2674,1350
2675,2516
2676,1766
2677,2234
2678,2733
2679,1561
2680,2791
2681,2022
2682,2273
2683,2811
2684,2497
2685,2003
2686,2772
2687,1984
2688,1786
2689,2478
2690,2254
2691,2753
2692,2536
2693,2517
2694,2792
2695,2235
2696,1767
2697,2734
2698,2498
2699,2023
2700,2274
2701,2812
2702,1562
2703,2537
2704,2773
2705,2479
2706,2004
2707,2255
2708,1787
2709,2754
2710,1768
2711,2236
2712,2499
2713,2793
2714,2024
2715,2518
2716,1563
2717,2005
2718,2774
2719,2813
2720,2275
2721,2538
2722,2755
2723,2480
2724,1788
2725,2256
2726,2237
2727,2519
2728,2500
2729,2794
2730,2006
2731,2539
2732,2276
2733,2025
2734,2775
2735,2814
2736,1564
2737,2257
2738,2520
2739,1789
2740,2238
2741,2756
2742,2026
2743,2795
2744,2277
2745,2501
2746,2540
2747,2007
2748,2815
2749,2776
2750,2757
2751,2258
2752,2027
2753,2521
2754,1790
2755,2796
2756,2502
2757,2777
2758,2008
2759,2278
2760,2259
2761,2541
2762,1791
2763,2816
2764,2758
2765,2522
2766,2028
2767,2797
2768,2503
2769,2778
2770,2279
2771,2542
2772,2817
2773,2260
2774,1792
2775,2523
2776,2504
2777,2029
2778,2798
2779,2543
2780,2280
2781,2779
2782,2524
2783,2818
2784,2261
2785,2780
2786,2030
2787,2799
2788,2281
2789,2544
2790,2819
2791,2262
2792,2525
2793,2031
2794,2800
2795,2781
2796,2282
2797,2545
2798,2820
2799,2526
2800,2801
2801,2032
2802,2283
2803,2782
2804,2546
2805,2821
2806,2527
2807,2802
2808,2284
2809,2822
2810,2547
2811,2528
2812,2803
2813,2285
2814,2548
2815,2823
2816,2804
2817,2286
2818,2549
2819,2824
2820,2805
2821,2825
2822,2550
2823,2806
2824,2826
2825,2551
2826,2552
2827,2827
2828,2828
2829,2829
2830,2830
