DMU,(O)Demand,(O)PctDemand s,(O)Risk
99,0.843278,0.971962745478778,2.208106966178
100,0.8453,0.973201754716274,2.21236594358899
101,0.847953,0.975225071966875,2.21898422347922
102,0.852292,0.980431264007294,2.22989592825226
103,0.85485,0.9850371052271,2.23538112930089
104,0.858842,0.990303302964143,2.24587609049824
105,0.859958,0.992250040091963,2.24885002477341
106,0.801961,0.910337,1.872131
107,0.805572,0.929756,1.88423968035292
108,0.809361,0.925115,1.89572267907003
109,0.812547,0.927657731078068,1.90611975639228
110,0.81605,0.928757264348409,1.92105709209048
111,0.800642,0.919513,1.909682
112,0.804519,0.927709,1.91821520022249
113,0.808239,0.931072,1.92628386356362
114,0.811075,0.930596930419138,1.93163591500413
115,0.815219,0.935058255211354,1.94054784393192
116,0.818422,0.938441271830712,1.94722314850549
117,0.821281,0.94009393756864,1.95426391839069
118,0.824778,0.939812886789439,1.96517671647206
119,0.826178,0.937166548317868,1.97107841514773
120,0.830903,0.94427428175285,1.98516552753277
121,0.801053,0.948927,1.946109
122,0.806164,0.940607588915842,1.96525353015429
123,0.809142,0.940138996084763,1.97097709031944
124,0.81295,0.94065723118246,1.97873118268562
125,0.816589,0.941965865641503,1.98485082310854
126,0.820969,0.945773,1.99443034150999
127,0.824481,0.949836394684502,2.00378880704
128,0.825086,0.954662828825074,2.00123097685309
129,0.831125,0.962365289473304,2.01369517408548
130,0.833711,0.965016919113176,2.01880762410541
131,0.836056,0.967391694695258,2.02334357287896
132,0.838975,0.967795548134553,2.03160928572738
133,0.841497,0.966440661737,2.04007201642137
134,0.845633,0.966953557858345,2.05243981556597
135,0.802375,0.943406625049145,1.99580816742623
136,0.805981,0.950856960302116,2.00888328406865
137,0.809236,0.954578916355859,2.01661951372963
138,0.813683,0.957866176089177,2.02484713604482
139,0.817281,0.960162643848121,2.03097463087641
140,0.820311,0.959832234207978,2.03668291950222
141,0.824225,0.960493361926653,2.04462708264256
142,0.828078,0.96189676160103,2.0514283278365
143,0.829583,0.960920580152784,2.05201858366004
144,0.834906,0.964467101706301,2.06218491173983
145,0.837656,0.96768591163159,2.06953791831663
146,0.840317,0.970801666322628,2.07666784411968
147,0.843317,0.974308837885191,2.08463256352884
148,0.847361,0.979022021165269,2.09517596592389
149,0.849556,0.989603119465893,2.09171729567059
150,0.852686,0.994944226858368,2.09610999580258
151,0.854986,0.993352990250513,2.10391981957755
152,0.858603,0.993086377052689,2.11541593641939
153,0.802242,0.927267,2.007792
154,0.805364,0.94884,2.012375
155,0.810389,0.96138,2.010217
156,0.813847,0.950627731478956,2.04881365054846
157,0.817658,0.958311895436289,2.06230012060666
158,0.821294,0.965772704795962,2.07532322868724
159,0.824219,0.972376180029819,2.08652411788882
160,0.827744,0.976808102923695,2.09537238691718
161,0.831736,0.979585547094491,2.10243718753175
162,0.835517,0.980235652774368,2.10992153386924
163,0.837617,0.979439178401806,2.11246104236688
164,0.840575,0.980156832551398,2.11657733557618
165,0.845178,0.982801934280517,2.12484708558635
166,0.847742,0.983086354337675,2.12800323145189
167,0.850547,0.985142288488092,2.13376398282841
168,0.853906,0.989058867940847,2.14254829897265
169,0.856797,0.991880378819915,2.15075714692005
170,0.858856,0.993301013063613,2.15735054952743
171,0.862408,0.996453233388661,2.1676869925404
172,0.864692,1.003434600343,2.16864329500244
173,0.867722,1.01210774943937,2.17102528319985
174,0.870975,1.01649313919363,2.17973751664048
175,0.802139,0.92676,1.767844
176,0.8051,0.925529583592289,1.7830853324196
177,0.809292,0.925724735068049,1.80103346256771
178,0.812417,0.919497635124983,1.80886227559099
179,0.801047,0.923931,1.802878
180,0.805417,0.928161337956232,1.81264667267535
181,0.808219,0.930587931618444,1.81888671764757
182,0.812556,0.934785130271826,1.82858152403627
183,0.8158,0.937727613135902,1.83581685800814
184,0.818883,0.940488886551519,1.84269020648565
185,0.82265,0.945685678164359,1.85345272163831
186,0.824922,0.947046138467781,1.86433585181221
187,0.828064,0.946097144008537,1.8797864354756
188,0.803672,0.933633,1.841107
189,0.805944,0.934293592094203,1.84750201960775
190,0.809008,0.935886245197805,1.85570419726635
191,0.812539,0.938029767483522,1.86497118779213
192,0.816683,0.940888824718085,1.87564043145292
193,0.820119,0.942605308201269,1.88314906637247
194,0.823592,0.944309471193755,1.89045058566514
195,0.827081,0.94604121706791,1.897791549278
196,0.829575,0.948148375994069,1.90322485190082
197,0.834375,0.952893745954896,1.9139496305756
198,0.836736,0.955668138635518,1.92024800686609
199,0.838947,0.959890133252925,1.92852553792118
200,0.842511,0.965653429338635,1.93990053138182
201,0.803403,0.959186,1.86684
202,0.807792,0.946817673594205,1.89657107112833
203,0.811789,0.949582359598714,1.90393646382731
204,0.814428,0.950770417745203,1.90812934962493
205,0.817981,0.953038156830199,1.91447697341345
206,0.821678,0.953511507583301,1.92212733270336
207,0.824403,0.952816170360278,1.92754055599661
208,0.827844,0.954606635585015,1.93623338798952
209,0.831783,0.957252559085731,1.94635443234054
210,0.835492,0.959373285682456,1.95472039906745
211,0.837542,0.959473583115268,1.95863079880209
212,0.841967,0.962304589015861,1.96809915681008
213,0.843906,0.96230430903132,1.97176042589037
214,0.846936,0.963561597727223,1.97797609043099
215,0.850606,0.965555824063764,1.98568990435445
216,0.852842,0.969801519813797,1.99389598336895
217,0.8566,0.975771919664982,2.0056498757266
218,0.803858,0.9403616303051,1.91811906959821
219,0.807114,0.947413358465356,1.93060526388909
220,0.8096,0.953535602609769,1.94121233951899
221,0.815247,0.961919940177841,1.9574227528852
222,0.81775,0.962923040261965,1.96112097611295
223,0.822303,0.966350891979892,1.96974831668384
224,0.826444,0.969301333178861,1.97739676542315
225,0.830619,0.972299143377732,1.98513544428589
226,0.832072,0.972124053568149,1.98638456539376
227,0.835836,0.972777181715588,1.99408705581195
228,0.839414,0.973105522584507,2.00141284406581
229,0.841969,0.972270706623376,2.00630668202074
230,0.844511,0.971447845414574,2.01117805177381
231,0.848639,0.973606092812408,2.02024294903786
232,0.85045,0.975400648644384,2.02363344796059
233,0.852747,0.977754517561577,2.02818658326557
234,0.855817,0.980996168781918,2.03458299845963
235,0.860406,0.985979703661464,2.0445929014408
236,0.861847,0.987357002117628,2.04712609307034
237,0.865375,0.989841472732648,2.05575428460838
238,0.867397,0.988047078989836,2.06306292954003
239,0.806753,0.946093,1.941179
240,0.812884733118877,0.957023,1.95406330742271
241,0.814647,0.957474,1.96884314977333
242,0.817347,0.958441,1.9804177127251
243,0.821833,0.961687800504532,1.99641799185921
244,0.824911,0.968482571627713,2.00828427550654
245,0.828781,0.976187759952459,2.02205201618306
246,0.832236,0.982351713375707,2.03338648323872
247,0.835517,0.98429946245633,2.03888247125178
248,0.839047,0.986551160251623,2.04499997470443
249,0.841817,0.987920785819759,2.04928024156314
250,0.844747,0.989490822426163,2.0539665564545
251,0.848722,0.990495108429591,2.06208981391321
252,0.852067,0.990594391981462,2.06878028736933
253,0.85535,0.990641051467877,2.07532757466069
254,0.858753,0.991138672623295,2.08179963480608
255,0.860233,0.990406886070532,2.08283644369958
256,0.863097,0.993764354498154,2.09055824462669
257,0.865342,0.997878596341872,2.09504446047119
258,0.868456,1.00419861146544,2.09856425878376
259,0.870797,1.00658432997473,2.10314548322904
260,0.873139,1.008973034685,2.10773525235091
261,0.876897,1.01299931509789,2.11574752580391
262,0.879378,1.0130228271862,2.12291955527767
263,0.801678,0.921739,1.678525
264,0.805925,0.914971,1.67835
265,0.807625,0.930246,1.677775
266,0.804433,0.927588606538844,1.72525397725889
267,0.807947,0.931985684241176,1.73185438311756
268,0.810869,0.935698177791873,1.7371904288092
269,0.814161,0.938967250310855,1.74234639037653
270,0.817206,0.941641168285966,1.7466308917319
271,0.820172,0.941726738836649,1.75817053578822
272,0.823664,0.93532545131548,1.75928401205864
273,0.802033,0.935031,1.75197103683056
274,0.804886,0.946255,1.75973770678163
275,0.810158,0.937398159178312,1.77085548085332
276,0.812828,0.938927747312672,1.77644546063445
277,0.816494,0.94161697562235,1.78421365031833
278,0.820517,0.946295529944215,1.79201163817402
279,0.823206,0.949736777312532,1.79675649726416
280,0.825997,0.953293715716028,1.80173057526515
281,0.829931,0.958168356944414,1.80920265946506
282,0.832361,0.961067165995062,1.81313384561793
283,0.837003,0.964354315817638,1.82452569098742
284,0.839197,0.962356432006574,1.83791980209791
285,0.802431,0.93829995910579,1.7849660375103
286,0.806467,0.941371290229444,1.79383827363048
287,0.811919,0.946099690088319,1.80586041204575
288,0.814458,0.948511,1.81113460906486
289,0.817353,0.949207890329896,1.81774000869192
290,0.821289,0.952192983995758,1.82639176746683
291,0.825072,0.955017602178659,1.83440741427585
292,0.827919,0.956768966523231,1.84028786262379
293,0.830381,0.958085927510551,1.84531559801755
294,0.834953,0.963098215203729,1.85444387651487
295,0.837494,0.966364119795673,1.85878480920772
296,0.840253,0.969879624107792,1.86361715015587
297,0.843397,0.973837848476595,1.86930990374099
298,0.846933,0.977740128722825,1.87650310901293
299,0.850431,0.980991591670934,1.88436475507854
300,0.852033,0.980359654909776,1.89467817861426
301,0.801078,0.945056,1.813218
302,0.804119,0.946932232495965,1.81976961757395
303,0.807847,0.950389,1.82768998631827
304,0.811472,0.952210681081097,1.83575487009614
305,0.816325,0.956240953624147,1.84641107153778
306,0.818314,0.956925730373789,1.85059113099588
307,0.822333,0.959995246743044,1.85936407999995
308,0.826608,0.963369780363731,1.86871706048257
309,0.828861,0.964397212444483,1.87350072353107
310,0.830831,0.965109023439716,1.87764735871945
311,0.836014,0.969565789962872,1.88891979538058
312,0.839053,0.971548415335824,1.89514455737227
313,0.841669,0.973050786930095,1.90041787281168
314,0.845014,0.975302830847724,1.90787511547829
315,0.847633,0.976254535894187,1.91419018130116
316,0.849608,0.97776034113204,1.91854826116733
317,0.854039,0.982095829758393,1.92845280290468
318,0.857458,0.985269458631224,1.93607245957398
319,0.8601,0.987553687023192,1.94193816510546
320,0.861136,0.987999352268694,1.94417855498938
321,0.864839,0.993087894160816,1.95469627504895
322,0.803939,0.948686,1.835502
323,0.807225,0.947962,1.85886862363625
324,0.811283,0.955272,1.86411657091921
325,0.816417,0.959992388736896,1.88176780226829
326,0.81855,0.965671792522738,1.89183924937547
327,0.823158,0.969556691237811,1.9012355439798
328,0.8258,0.970744257825448,1.90556923860197
329,0.829167,0.972796857813729,1.91158764858974
330,0.833392,0.97586500078489,1.91959231516193
331,0.835972,0.977017403469522,1.92381760613336
332,0.838464,0.978081073040897,1.92785335457434
333,0.842583,0.98105314532563,1.93563964540787
334,0.845033,0.982092272161146,1.93960129560159
335,0.847214,0.9823723151946,1.94512029252596
336,0.851497,0.985448339138187,1.95607077892543
337,0.854031,0.98650857589259,1.96299850163465
338,0.858,0.989235312442332,1.9732193245647
339,0.859742,0.989268732272806,1.97769030815066
340,0.861897,0.989544920478162,1.98198051385773
341,0.866431,0.992560639913925,1.99174384532742
342,0.868075,0.992274952758383,1.99486648626693
343,0.871969,0.996013928692462,2.00352022584268
344,0.873122,0.996625816791327,2.00587756968563
345,0.875342,0.999237270282428,2.01180557444546
346,0.819108,0.960856,1.86988
347,0.822694,0.962165004366304,1.92929167580358
348,0.824831,0.965248583069679,1.9346888579686
349,0.83,0.972934525219322,1.94551467434618
350,0.83225,0.978727151986714,1.95564962500762
351,0.835806,0.986032658743369,1.9688180588394
352,0.839261,0.988967102881279,1.97599052931789
353,0.841856,0.990128240107186,1.98010602907888
354,0.846556,0.993774215301488,1.98918220218095
355,0.848311,0.993973771486148,1.9913496811592
356,0.852225,0.996715303043854,1.99859814432479
357,0.854908,0.99802712620202,2.00297023939501
358,0.857311,0.999025083085189,2.00669999739991
359,0.86095,0.999761300373103,2.01416383780158
360,0.864272,0.999901198427184,2.02100910388652
361,0.866481,0.999824097163216,2.02628284076007
362,0.869225,1.00116497805775,2.0335739818005
363,0.8713,1.00167369649535,2.03896192259047
364,0.87475,1.00346797277493,2.04618172530083
365,0.876097,1.00286207473423,2.04848709689516
366,0.879489,1.00460931807204,2.05557889323065
367,0.882222,1.00561249543883,2.0611338610773
368,0.885019,1.00669858997286,2.06684226906373
369,0.887247,1.00714844269436,2.07122617357035
370,0.804181,0.901584,1.598848
371,0.800358,0.92195,1.633508
372,0.803228,0.92263163662268,1.63816576490951
373,0.806619,0.923923655587971,1.6438915534792
374,0.810481,0.927048,1.6518085070819
375,0.813286,0.926406645797614,1.65512278510422
376,0.817106,0.928623,1.66212373175157
377,0.819925,0.928512,1.6658521097386
378,0.801961,0.929367607693066,1.67063938609986
379,0.806247,0.933429360729518,1.6788582507935
380,0.807833,0.934137361918563,1.68194500348275
381,0.812308,0.937744848542672,1.69197612589415
382,0.816139,0.940621033662719,1.70044902614171
383,0.818375,0.943240800869834,1.70464786523067
384,0.821883,0.947076706709488,1.71072838116488
385,0.824975,0.949813193365602,1.71524852279761
386,0.828369,0.952706311777223,1.72046472912705
387,0.831086,0.953271225467739,1.72475855095422
388,0.834153,0.95307603255917,1.72879575187105
389,0.802128,0.9351107447042,1.70471649336907
390,0.806942,0.939777388606009,1.71398725275696
391,0.809556,0.942907,1.71681252709245
392,0.813847,0.945953716570604,1.72675948742132
393,0.818289,0.949732469268943,1.73622370295456
394,0.818975,0.948949896233066,1.73816068607913
395,0.824453,0.953729943534217,1.75026494084329
396,0.826964,0.955085505588218,1.75602399047103
397,0.830297,0.957410058932789,1.76320041783541
398,0.833678,0.961049760715457,1.76986473936552
399,0.836589,0.96474373537725,1.77524226830019
400,0.839306,0.968212160806984,1.78021247283299
401,0.842581,0.971239716140015,1.78515077483974
402,0.845608,0.973914275760485,1.78949322758049
403,0.848372,0.976290000008664,1.79328946052808
404,0.803917,0.951999,1.730097
405,0.807142,0.945532772374636,1.74796666442184
406,0.810953,0.949022174459678,1.75502368545933
407,0.814625,0.952354180350022,1.76178635417005
408,0.818019,0.95536682772818,1.76795471643314
409,0.821303,0.958237661053052,1.77393311139878
410,0.824422,0.96026737758148,1.78093305469853
411,0.827883,0.962704760126925,1.78867027019686
412,0.831158,0.964934673852003,1.79600418335943
413,0.835178,0.968037094639102,1.80494668391085
414,0.837228,0.968865829527783,1.80963012845877
415,0.840142,0.970713477133323,1.81593541790912
416,0.844339,0.974053892278825,1.82489926885605
417,0.847461,0.977102542986518,1.8310853164295
418,0.848522,0.978658204920227,1.83239772613539
419,0.85235,0.983403225088527,1.83969145051684
420,0.855764,0.987669521009908,1.84609476151425
421,0.857986,0.990095139855985,1.84941035184792
422,0.860517,0.992208279880828,1.85264726642412
423,0.800078,0.945266,1.754341
424,0.803875,0.948584299905595,1.76490341313535
425,0.807506,0.951713828394148,1.77508775361302
426,0.811594,0.955388511181034,1.7862641580858
427,0.814361,0.957518200521075,1.79444873276064
428,0.818058,0.96087208136668,1.80118460790989
429,0.822433,0.965026831711961,1.80941969139593
430,0.826083,0.968335341023736,1.81606605046875
431,0.828631,0.970109584601956,1.82082356800371
432,0.831058,0.97133180472998,1.82620612211531
433,0.835497,0.974914218321933,1.83600967755674
434,0.838175,0.976449692969193,1.84194318298604
435,0.841647,0.978919742700183,1.8496212611265
436,0.844839,0.981072563350102,1.85668374737947
437,0.846978,0.982013288431296,1.86143175189779
438,0.850697,0.984798204995133,1.86956830269167
439,0.853744,0.986821126193633,1.87596421432576
440,0.855458,0.987313651164501,1.87943314827351
441,0.859844,0.991536997232046,1.88846993531917
442,0.861647,0.993943430412289,1.89128551369714
443,0.864889,0.998007964886944,1.8972660856805
444,0.868769,1.00280766100143,1.90464982978209
445,0.870975,1.00567368565157,1.90836845711672
446,0.872175,1.00737578001754,1.90989108182569
447,0.814928,0.945744,1.787377
448,0.818125,0.964663072011773,1.82776076450009
449,0.821875,0.970003379817187,1.83537984925779
450,0.825197,0.972786957968301,1.8447457837483
451,0.829264,0.976501686279362,1.85445764690437
452,0.832547,0.979376942512351,1.86021583361402
453,0.834856,0.980639274666508,1.86481428864701
454,0.838214,0.982954287839746,1.87216067031874
455,0.841744,0.985479349501485,1.87989200688886
456,0.844306,0.986880803672812,1.88546239793938
457,0.847925,0.989527091953472,1.8933941142289
458,0.851525,0.992158440710697,1.90128408932937
459,0.854375,0.993924415982531,1.90750026985374
460,0.855511,0.993709198624239,1.90989093780463
461,0.858461,0.995613374039181,1.91633245266026
462,0.863214,0.999623413934177,1.92652948556576
463,0.865594,1.00089372803354,1.93136484135526
464,0.868636,1.00293827871235,1.93768009955181
465,0.870214,1.00364572068127,1.94057166183621
466,0.872975,1.00715192166805,1.9454357088971
467,0.876653,1.01171484193573,1.95234822035897
468,0.879008,1.01474958524989,1.95631976482046
469,0.881219,1.0166438426908,1.96117938192542
470,0.883606,1.01864791718422,1.96655082706859
471,0.828708,0.964869,1.811334
472,0.832603,0.97853761413879,1.89367260084948
473,0.835281,0.983068945580879,1.89814557039616
474,0.838558,0.988292666436694,1.90399446702255
475,0.841722,0.992119877535484,1.91092055936489
476,0.844239,0.993200780855763,1.91512813079322
477,0.847314,0.995197120611056,1.92175831406161
478,0.85085,0.997743429266948,1.92943588537222
479,0.854364,1.0002714608049,1.93706517035152
480,0.857667,1.00256026327459,1.94421772618525
481,0.859453,1.00308658339209,1.94793374367613
482,0.862381,1.00495703972395,1.95424048571273
483,0.865931,1.00756026284127,1.96195843093743
484,0.868328,1.0088306100098,1.96706585378241
485,0.871044,1.01048572396761,1.97278024627333
486,0.873767,1.01216512436143,1.97830421457353
487,0.875486,1.01269157072203,1.98155939560939
488,0.879794,1.01602450713091,1.9917027260206
489,0.88125,1.01589795850939,1.9961830820714
490,0.883022,1.01579061803158,1.99971824460796
491,0.885733,1.01818076604924,2.00572982043478
492,0.888592,1.02074429363376,2.01207711026773
493,0.890317,1.02200916122886,2.01585733521734
494,0.893617,1.02508557637756,2.02320430617509
495,0.800408,0.917150024395521,1.56638504625331
496,0.803739,0.923396,1.57473057337396
497,0.807525,0.917500096901141,1.57623486205828
498,0.810322,0.92133,1.58103647852509
499,0.814253,0.917536650342897,1.58561104047963
500,0.802497,0.931869,1.60351672063438
501,0.807892,0.93075343093656,1.61030418828271
502,0.809417,0.938714,1.61513555865942
503,0.813464,0.935716185550821,1.6222318503493
504,0.817028,0.937357228120017,1.62831201346178
505,0.821217,0.938287957171866,1.63446278240255
506,0.822875,0.936345430085914,1.63558664359681
507,0.826072,0.93617699309179,1.639782466734
508,0.829978,0.946946,1.64976598338743
509,0.801686,0.935151,1.617112
510,0.804594,0.932719,1.6325783151402
511,0.808731,0.944281,1.64274672410559
512,0.811428,0.938511374465447,1.64634999487561
513,0.816731,0.943761101693567,1.6567277322103
514,0.818933,0.945432169646075,1.66081714378824
515,0.8216,0.947697004711118,1.66607918649778
516,0.825247,0.951174458507591,1.67368077576114
517,0.828989,0.954765095155882,1.68147399274494
518,0.831619,0.955208796370477,1.68549222938545
519,0.833317,0.953339655785413,1.68660793277868
520,0.837692,0.954944860272277,1.69352961207616
521,0.840881,0.956094272783442,1.69890679863343
522,0.843378,0.956468442593944,1.70289085608054
523,0.802989,0.942789,1.65153
524,0.805942,0.939485337169238,1.66972246893071
525,0.810106,0.943397431756269,1.67771077681739
526,0.81335,0.946243345023557,1.68379730552888
527,0.816464,0.948944289498371,1.68961896012471
528,0.819344,0.95137980758078,1.69496080245919
529,0.824558,0.956529546338702,1.70513372467851
530,0.827472,0.959015125814072,1.71055307620898
531,0.830042,0.93267,1.654942
532,0.832925,0.963571365894344,1.72062992959297
533,0.83515,0.965279615294548,1.72463935003372
534,0.839803,0.969760988396243,1.73374451988501
535,0.842606,0.971484079672252,1.7403231421601
536,0.8453,0.974041448628671,1.74584090705117
537,0.847714,0.976389632410357,1.74945813387839
538,0.851161,0.97917732021444,1.75490964072734
539,0.853753,0.979659055014889,1.75900872939452
540,0.856206,0.979994232401392,1.76282787770435
541,0.802506,0.947008,1.6850652747241
542,0.807678,0.947911,1.69794413878169
543,0.810581,0.949622276593218,1.70750898507428
544,0.81435,0.952939798916549,1.71819701652457
545,0.817317,0.955411508795152,1.72472019445129
546,0.820564,0.958256285455173,1.73071394324236
547,0.824203,0.961564477971776,1.7375395769209
548,0.826361,0.963151588258595,1.741249131309
549,0.831542,0.968267005374068,1.75133295723325
550,0.832894,0.968929499941756,1.75335752689263
551,0.837925,0.973877609074196,1.76313207222782
552,0.840775,0.976294840529782,1.76832103363392
553,0.843542,0.978621992999556,1.773341114339
554,0.846253,0.980626361664206,1.7787968329673
555,0.848869,0.982133700045226,1.78487327811721
556,0.851844,0.984066210436532,1.79170085475302
557,0.854939,0.986151593276539,1.79858858008479
558,0.858153,0.989024926346993,1.80523570866228
559,0.860769,0.99237019876708,1.810054161476
560,0.863528,0.995717948527517,1.81499591950188
561,0.865992,0.997763418679356,1.81823935330931
562,0.868217,0.999538177907976,1.82099230688406
563,0.810042,0.955027,1.708002
564,0.815353,0.962258,1.74246967688549
565,0.816683,0.960491659157681,1.74601714115971
566,0.821761,0.965345710145706,1.75941170815527
567,0.824511,0.967470854177337,1.76780866449895
568,0.827967,0.970437154361019,1.7775628885407
569,0.830928,0.972948776842904,1.78285702548068
570,0.833211,0.9746738615639,1.78670457208603
571,0.836806,0.977940184387175,1.79337270882568
572,0.840308,0.981102815337215,1.79984707040023
573,0.844092,0.984599381294749,1.80693063833287
574,0.846733,0.986768199021066,1.81157352255792
575,0.850033,0.98971093050339,1.81763289702607
576,0.852769,0.991516417647794,1.82350682743372
577,0.855194,0.992802092636663,1.82906544437295
578,0.858342,0.994936792336863,1.83616803708405
579,0.861275,0.996830884328809,1.84280860724458
580,0.865211,0.999893789945046,1.85156524372564
581,0.866692,1.00013852088797,1.85474255738084
582,0.869878,1.0027038722164,1.86140147413235
583,0.871986,1.00545846933636,1.86506048498752
584,0.875342,1.00965049875463,1.87139298503045
585,0.877953,1.01298183539005,1.87613637889798
586,0.879631,1.01455958276648,1.87813127738726
587,0.824506,0.958908,1.73765
588,0.826833,0.97494314021618,1.79520207151305
589,0.831803,0.979679071013117,1.80830315284456
590,0.832542,0.979440295115216,1.81218881980402
591,0.837919,0.984665668765736,1.82615397362024
592,0.840067,0.986150181482366,1.83170846181789
593,0.843756,0.989524851152695,1.83851153763692
594,0.848606,0.994264430679394,1.84784871357263
595,0.849694,0.994602409118525,1.84900204335085
596,0.852178,0.996583067682374,1.85320434708136
597,0.856767,1.00097428292158,1.86210750819995
598,0.858967,1.00198629856884,1.86706842633812
599,0.862103,1.00410030620004,1.87406268520038
600,0.863889,1.00465263129618,1.87812104852401
601,0.866811,1.00653692295099,1.88464785961206
602,0.870208,1.0089806534977,1.89220652446995
603,0.872189,1.00979189650133,1.89668512282083
604,0.876581,1.0134088866361,1.90618699609272
605,0.877975,1.01357153667392,1.90904715948906
606,0.879611,1.0140819289271,1.91240789526749
607,0.882469,1.0176960107366,1.91761701572252
608,0.885547,1.02156247734739,1.92330837719297
609,0.8877,1.02436031374734,1.92699563721199
610,0.889797,1.02709165389739,1.93056723607437
611,0.837042,0.960453,1.768306
612,0.840242,0.992066713228408,1.85308627048894
613,0.844522,0.996002524777408,1.86459937588156
614,0.847286,0.99815675424559,1.87275357591121
615,0.850011,1.00027326220827,1.88080631444914
616,0.852369,1.00205637720781,1.88548569459196
617,0.855319,1.00457317727516,1.89061026546161
618,0.858731,1.0076380800393,1.89676412365403
619,0.862506,1.01085694478073,1.90430982058137
620,0.864344,1.01144604901035,1.90835853158414
621,0.866864,1.01284493929163,1.91391307957885
622,0.870736,1.01583140750516,1.92245269961869
623,0.872792,1.01670781372891,1.92698291895823
624,0.875472,1.01832157556106,1.93289089156878
625,0.878222,1.0200258438298,1.93895346648822
626,0.881189,1.0219905868061,1.94549518822205
627,0.883333,1.02301231021187,1.95015359235503
628,0.885428,1.02399623071866,1.95443984647987
629,0.887719,1.02521630892616,1.95916096760185
630,0.889894,1.02631161226515,1.96362824124645
631,0.893108,1.03010931736963,1.96968051869109
632,0.894881,1.03246556233928,1.97245525530201
633,0.897003,1.03522253807907,1.97600626977793
634,0.897706,1.03633959935803,1.97643961673546
635,0.800233,0.91602,1.500874
636,0.802256,0.932414,1.496459
637,0.80475,0.913661047553891,1.50686676890943
638,0.807906,0.913524502092891,1.51155158250852
639,0.80125,0.929549,1.53145967477349
640,0.804575,0.924891,1.53777231154632
641,0.809144,0.928955716008857,1.54725034418544
642,0.812231,0.933205,1.55449018948668
643,0.814408,0.933438845296888,1.55895180230125
644,0.817006,0.932554857656646,1.56211752175095
645,0.820844,0.933121474326403,1.56772355246906
646,0.824419,0.933507274721255,1.57318479005573
647,0.8028,0.92837,1.56116948037943
648,0.805542,0.929633451532856,1.56683197247311
649,0.809769,0.933769257590097,1.5757486276025
650,0.8128,0.936529994490852,1.58233414393005
651,0.816103,0.939608955199035,1.58944467163876
652,0.819928,0.943292930100306,1.59756808839443
653,0.824325,0.947637948672038,1.60680321333958
654,0.825778,0.948603506522184,1.61029516620324
655,0.829911,0.95234885785404,1.61875515176997
656,0.832381,0.951361932433193,1.62161185103555
657,0.835792,0.951467872767984,1.62631067779734
658,0.837664,0.949841528684562,1.62802498816314
659,0.801614,0.930716,1.585255
660,0.804847,0.933681881827795,1.59215523597469
661,0.807775,0.939603,1.59696093806735
662,0.811497,0.939842207731726,1.60630998021978
663,0.813786,0.941730739079917,1.61133136440617
664,0.818008,0.945861003703271,1.62017706912779
665,0.82265,0.950479479848567,1.6298529907524
666,0.824008,0.951308744364178,1.63301930849697
667,0.827375,0.954463502282777,1.64016312428422
668,0.830597,0.957455344358133,1.64701669411674
669,0.834061,0.960730331683413,1.65434744195481
670,0.838269,0.964865570449112,1.6631518059023
671,0.840139,0.966314245401992,1.66731459497218
672,0.843228,0.968721138308139,1.67352301313728
673,0.846258,0.968425576063819,1.67743859932393
674,0.849022,0.967842272106304,1.68083617898677
675,0.851086,0.96648160469215,1.68285939063219
676,0.801217,0.950255,1.605357
677,0.806558,0.941391671521567,1.62729409394772
678,0.808925,0.943088438221984,1.63118443380974
679,0.811836,0.94542812340691,1.63648116819385
680,0.816103,0.949388831052064,1.64710787746735
681,0.819019,0.951863194092483,1.65267669082468
682,0.823453,0.95610672431063,1.6613103421551
683,0.825214,0.957252738470031,1.66455333503932
684,0.828892,0.960629276067049,1.67166548339125
685,0.831994,0.96334348535677,1.67761778376826
686,0.836183,0.967320881199464,1.68576346985417
687,0.837797,0.968325449817596,1.68871997001551
688,0.841594,0.971956757004755,1.69652223438305
689,0.845106,0.975289547646288,1.70387211794439
690,0.848022,0.977938720878605,1.71001880117702
691,0.850408,0.979981749108186,1.71509486307495
692,0.853128,0.982414782799367,1.72084262173956
693,0.855789,0.98419454009499,1.72598875210626
694,0.858017,0.983031941175614,1.72826487730627
695,0.861447,0.983262680790186,1.73297178318557
696,0.863639,0.982096422952645,1.73519776998833
697,0.807267,0.946378,1.642781
698,0.809431,0.950564,1.66409896767534
699,0.812103,0.951649691095561,1.6692847604366
700,0.816031476030439,0.967759,1.6681634209684
701,0.820042,0.958784910355203,1.6833843255721
702,0.824047,0.962401294379427,1.6911141950108
703,0.827006,0.964795407079379,1.70022836849883
704,0.829556,0.966806837411866,1.70597943546299
705,0.833794,0.970827046762784,1.71415976836278
706,0.835828,0.972286891464456,1.71781240854587
707,0.838778,0.974819420282409,1.72335178770574
708,0.842039,0.977719076033895,1.72953345767813
709,0.845058,0.980343233460679,1.73522126397295
710,0.848283,0.983211792729832,1.7413352234991
711,0.851919,0.986561412711319,1.74829560301364
712,0.854758,0.988993046858291,1.75362328881975
713,0.855878,0.989443091417436,1.75542856202901
714,0.859358,0.992628039358441,1.76207810735157
715,0.862625,0.995571354683385,1.76829346679034
716,0.866047,0.998697928841111,1.77482910531459
717,0.868389,1.00043371983583,1.77987060674187
718,0.872381,1.00382800068315,1.78670799087792
719,0.872117,1.00109030603935,1.78501909256298
