DMU,v1,v2,v3
411,1.18086544138997,0,0
412,1.17282548495568,0,0
413,1.16489426871146,0,0
414,1.15706960141344,0,0
415,1.14952634591189,0,0
416,1.14216304164924,0,0
417,1.13513710781935,0,0
418,1.1284228056661,0,0
419,1.1217874662448,0,0
420,1.11522970475099,0,0
421,1.10876607087122,0,0
422,1.10240258998464,0,0
423,0.707137056121068,0.153834370286144,0.164632074693498
424,1.24026766393637,0,0
425,1.23080385558099,0,0
426,1.22148337988639,0,0
427,1.21230888418879,0,0
428,1.20356083883344,0,0
429,1.19493814111043,0,0
430,1.18643811609131,0,0
431,1.17815627960946,0,0
432,1.17015304665728,0,0
433,1.16225781222807,0,0
434,1.15446840491596,0,0
435,1.14678271113825,0,0
436,1.1391986732234,0,0
437,1.13171428757443,0,0
438,1.12438737557728,0,0
439,1.11734161874191,0,0
440,1.11038361378152,0,0
441,1.10367008690922,0,0
442,1.09732183723196,0,0
443,1.09104619946143,0,0
444,1.08484193486875,0,0
445,1.07870783274197,0,0
446,1.07264270959846,0,0
447,1.22675152515884,0,0
448,1.20295553219354,0,0
449,1.19308494781873,0,0
450,1.18432495169646,0,0
451,1.17579772209966,0,0
452,1.16756688374352,0,0
453,1.15963326275945,0,0
454,1.15187887763226,0,0
455,1.14422750967989,0,0
456,1.13667711957051,0,0
457,1.12922572144702,0,0
458,1.12187138118572,0,0
459,1.11461221472255,0,0
460,1.10744638644397,0,0
461,1.10037210763944,0,0
462,1.09357608484401,0,0
463,1.08691003865941,0,0
464,1.08032476773415,0,0
465,1.07390059711625,0,0
466,1.06788926104496,0,0
467,1.06194484924823,0,0
468,1.05606625030969,0,0
469,1.05028839934801,0,0
470,1.04457699009332,0,0
471,1.20669765466244,0,0
472,1.1689537162867,0,0
473,1.15942856225507,0,0
474,1.15005738393164,0,0
475,1.14178693639989,0,0
476,1.13416670390514,0,0
477,1.1267480756966,0,0
478,1.11942586786584,0,0
479,1.11219821277718,0,0
480,1.1050632907196,0,0
481,1.09801932837934,0,0
482,1.09106459737052,0,0
483,1.08419741282127,0,0
484,1.07741613201288,0,0
485,1.07080046780035,0,0
486,1.06440838263683,0,0
487,1.05809215903143,0,0
488,1.05188902512075,0,0
489,1.04580090966508,0,0
490,1.04010737236426,0,0
491,1.03450585886897,0,0
492,1.02896435625025,0,0
493,1.0234819052717,0,0
494,1.01805756703228,0,0
495,1.24565908485518,0,0
496,0.952680189670957,0.248717033107699,0
497,1.23037954338028,0,0
498,1.0358382807589,0.165009792775153,0
499,1.21605775364433,0,0
500,0.724835407456705,0.44589504381577,0
501,1.23210910143364,0,0
502,0.71529682153527,0.440027217625719,0
503,1.21438162507553,0,0
504,1.20645704441735,0,0
505,1.19924494368351,0,0
506,1.19211855724372,0,0
507,1.18507636608016,0,0
508,0.997759679355543,0.158943843829796,0
509,0.978853203920889,0.137123027922141,0.0538220937554481
510,1.20611003276962,0.0274621644324538,0
511,0.816406838652741,0.354819997528245,0
512,1.21982663016209,0,0
513,1.21097014829919,0,0
514,1.20224134341047,0,0
515,1.19367739010769,0,0
516,1.18529580265846,0,0
517,1.17703109967078,0,0
518,1.16964716908473,0,0
519,1.16286721077507,0,0
520,1.15616759748334,0,0
521,1.14954962518547,0,0
522,1.14300698501843,0,0
523,0.959712319758138,0.180322780597812,0.0359395409545703
524,1.23543818024697,0,0
525,1.22635439827852,0,0
526,1.21740322159523,0,0
527,1.20858176757431,0,0
528,1.19988723654327,0,0
529,1.19131690881749,0,0
530,1.18286814186389,0,0
531,1.1745383675844,0,0
532,1.16632508971345,0,0
533,1.15822588132386,0,0
534,1.15025277156121,0,0
535,1.14262291966811,0,0
536,1.1355811822161,0,0
537,1.1288922617681,0,0
538,1.12235981877193,0,0
539,1.11612217921125,0,0
540,1.10995348920739,0,0
541,1.11149889888127,0.112144586616087,0
542,1.10312622406778,0.111299826304755,0
543,1.22430661394919,0,0
544,1.2150839128271,0,0
545,1.20620278944949,0,0
546,1.1975423308052,0,0
547,1.18900534868232,0,0
548,1.18058922107204,0,0
549,1.17229139968118,0,0
550,1.16410940735965,0,0
551,1.15604083563498,0,0
552,1.14808334234863,0,0
553,1.14023464938928,0,0
554,1.13259018763754,0,0
555,1.12519210193783,0,0
556,1.11789003770308,0,0
557,1.1108085282075,0,0
558,1.10408987771884,0,0
559,1.09773681179509,0,0
560,1.09146251201462,0,0
561,1.08529554768355,0,0
562,1.07919788077912,0,0
563,0.603336814542931,0.535348047829031,0
564,1.0987430794569,0.0977533522799785,0
565,1.20470917373989,0,0
566,1.19577828767282,0,0
567,1.18697884210214,0,0
568,1.17831906455956,0,0
569,1.17005301255239,0,0
570,1.16190212736272,0,0
571,1.15386401879771,0,0
572,1.14593636235208,0,0
573,1.13811689696696,0,0
574,1.1304034228799,0,0
575,1.12279379956166,0,0
576,1.11546183227657,0,0
577,1.1082851106424,0,0
578,1.10120014665049,0,0
579,1.09420519173434,0,0
580,1.08731717425484,0,0
581,1.08072698393021,0,0
582,1.07429804308353,0,0
583,1.0682822691126,0,0
584,1.06233349333404,0,0
585,1.05645060269896,0,0
586,1.05065662098849,0,0
587,1.21279596769597,0,0
588,1.17707653536602,0,0
589,1.16854919942694,0,0
590,1.16014452749054,0,0
591,1.15185989171201,0,0
592,1.14379739731221,0,0
593,1.13600699654428,0,0
594,1.12832199867177,0,0
595,1.12074027894162,0,0
596,1.11325976932836,0,0
597,1.1058984077671,0,0
598,1.0988438288781,0,0
599,1.09187868248786,0,0
600,1.08500127867401,0,0
601,1.07820996982483,0,0
602,1.07150314932336,0,0
603,1.06487925028028,0,0
604,1.05847798775228,0,0
605,1.05223174376395,0,0
606,1.04607172167816,0,0
607,1.04036707479573,0,0
608,1.03472430988181,0,0
609,1.02914242545804,0,0
610,1.02362044154028,0,0
611,0.903274000970203,0.0609944633298491,0.104794043075786
612,1.1425325703392,0,0
613,1.13449668945762,0,0
614,1.12657305810188,0,0
615,1.1187593406416,0,0
616,1.11124094359748,0,0
617,1.10388628929987,0,0
618,1.09662834723667,0,0
619,1.08956204554197,0,0
620,1.08271370279755,0,0
621,1.07595091159269,0,0
622,1.06927207877541,0,0
623,1.06267565050694,0,0
624,1.05616011105641,0,0
625,1.0497239816398,0,0
626,1.04336581930098,0,0
627,1.03712659558359,0,0
628,1.03112909187094,0,0
629,1.02520055416302,0,0
630,1.01933979968788,0,0
631,1.01387362811056,0,0
632,1.00851385505474,0,0
633,1.00321045214372,0,0
634,0.997962534740012,0,0
635,1.04948910512578,0,0.106713944633517
636,1.06279349725341,0.158049471659017,0
637,1.23637088374496,0,0
638,1.22984335571991,0,0
639,0.896146295534184,0.302506824418099,0
640,1.15663036868852,0.0697045391654982,0
641,1.22772308591497,0,0
642,1.14004011157192,0.0687047243082649,0
643,1.21018725001024,0,0
644,1.20293061673219,0,0
645,1.19590783974008,0,0
646,1.18979952116028,0,0
647,1.16124852270297,0.0699828530556485,0
648,1.23300465905275,0,0
649,1.22406375728828,0,0
650,1.21525158858084,0,0
651,1.20656539251297,0,0
652,1.19800248702911,0,0
653,1.18956026567457,0,0
654,1.18123619495039,0,0
655,1.17315289389779,0,0
656,1.16633235072098,0,0
657,1.15959065645342,0,0
658,1.15292645165344,0,0
659,1.09924221869986,0,0.0749608410628763
660,1.23833187039002,0,0
661,1.11883128836064,0.0952907464370974,0
662,1.2204261776907,0,0
663,1.21166611841689,0,0
664,1.20303092002448,0,0
665,1.19451793186039,0,0
666,1.18612457777146,0,0
667,1.17784835350529,0,0
668,1.16968682421922,0,0
669,1.16163762209205,0,0
670,1.15369844403383,0,0
671,1.14586704948882,0,0
672,1.13831789598429,0,0
673,1.13189528174789,0,0
674,1.12554473620001,0,0
675,1.11926505307532,0,0
676,0.631566638006003,0.358758192094858,0.0953472076102978
677,1.2367059587904,0,0
678,1.22721669603771,0,0
679,1.21787760817189,0,0
680,1.20885636433614,0,0
681,1.20015789617868,0,0
682,1.19158371539828,0,0
683,1.18313117708516,0,0
684,1.17479771084792,0,0
685,1.16658081820759,0,0
686,1.15847807010015,0,0
687,1.15048710448253,0,0
688,1.14267877764328,0,0
689,1.13499577517404,0,0
690,1.12741539872726,0,0
691,1.11993560569804,0,0
692,1.11255440733054,0,0
693,1.10549198622118,0,0
694,1.09943346580841,0,0
695,1.09344098948338,0,0
696,1.08751348317784,0,0
697,1.23874752715025,0,0
698,1.11023136313117,0.0987754458540954,0
699,1.21678531607779,0,0
700,0,1.01984957502241,0
701,1.19854869382283,0,0
702,1.18964465314211,0,0
703,1.18093491918272,0,0
704,1.17254975150383,0,0
705,1.16436416504934,0,0
706,1.15629207367448,0,0
707,1.14833113317679,0,0
708,1.14047906347065,0,0
709,1.13273364641007,0,0
710,1.12509272369961,0,0
711,1.11755419488928,0,0
712,1.11011601544948,0,0
713,1.10277619492241,0,0
714,1.09553279514619,0,0
715,1.0883839285486,0,0
716,1.0813277565072,0,0
717,1.07469578334579,0,0
718,1.06879765223825,0,0
719,1.06313966142012,0,0
720,1.05754125958606,0,0
721,1.03711842257262,0.156431722369409,0
722,1.18859700326491,0,0
723,1.17982904491654,0,0
724,1.17118949702957,0,0
725,1.16269103844255,0,0
726,1.15437012371385,0,0
727,1.14618322718176,0,0
728,1.13836040389627,0,0
729,1.13064363995792,0,0
730,1.12303079301112,0,0
731,1.11551977801398,0,0
732,1.10810856533442,0,0
733,1.10079517892173,0,0
734,1.09357769454995,0,0
735,1.08645423812998,0,0
736,1.07942298408723,0,0
737,1.07248215380185,0,0
738,1.06565471463466,0,0
739,1.05910270577,0,0
740,1.05263077254602,0,0
741,1.04644883223129,0,0
742,1.04074008276173,0,0
743,1.03510654416353,0,0
744,1.02955836321841,0,0
745,1.19991552594697,0,0
746,1.153308343351,0,0
747,1.1450514778711,0,0
748,1.1369317330965,0,0
749,1.12897417052252,0,0
750,1.12112722615827,0,0
751,1.11349275466158,0,0
752,1.10610836235709,0,0
753,1.09882126751264,0,0
754,1.09162955971316,0,0
755,1.0845313782325,0,0
756,1.07752491042838,0,0
757,1.07060839019917,0,0
758,1.06378009649973,0,0
759,1.05703835191365,0,0
760,1.05047752257062,0,0
761,1.04411025626807,0,0
762,1.03781971283079,0,0
763,1.0316045138463,0,0
764,1.0255627640516,0,0
765,1.01969787940665,0,0
766,1.01422787708074,0,0
767,1.00886436785192,0,0
768,1.00355728756441,0,0
769,1.18195485878003,0,0
770,1.12005466032421,0,0
771,1.11228907821108,0,0
772,1.10467157719484,0,0
773,1.09715770325395,0,0
774,1.08974535608909,0,0
775,1.08261531265326,0,0
776,1.07563350025506,0,0
777,1.068741162587,0,0
778,1.06193659061813,0,0
779,1.05521811856709,0,0
780,1.04858412254256,0,0
781,1.04203301923472,0,0
782,1.03572657099323,0,0
783,1.02953634238837,0,0
784,1.02341966846695,0,0
785,1.01737524596424,0,0
786,1.01140180222361,0,0
787,1.00550606155494,0,0
788,0.999867699676234,0,0
789,0.994292219269135,0,0
790,0.989032880194114,0,0
791,0.983931866826138,0,0
792,0.978883201210409,0,0
793,1.24394509723919,0,0
794,1.24344373151633,0,0
795,1.05542080123932,0.156186673652796,0
796,1.22537160356335,0,0
797,0.940580052688469,0.242115331927818,0
798,0.935089178921728,0.240701922488713,0
799,1.20299297859703,0,0
800,0.154013633775588,0.935873347995361,0
801,1.23867269121311,0,0
802,1.22952299524804,0,0
803,1.22050748013612,0,0
804,1.21162321570725,0,0
805,1.20286735649143,0,0
806,1.19423713868029,0,0
807,1.18572987721847,0,0
808,1.1773429630184,0,0
809,1.17050349910316,0,0
810,1.16465130381069,0,0
811,1.24485555482534,0,0
812,1.23530114457222,0,0
813,1.22589227964771,0,0
814,1.21682557314235,0,0
815,1.20798752991074,0,0
816,1.1992769458076,0,0
817,1.19069108331706,0,0
818,1.18222728275971,0,0
819,1.17388295954568,0,0
820,1.16573325488353,0,0
821,1.15773818782533,0,0
822,1.14985204051639,0,0
823,1.14207260223455,0,0
824,1.13517803743179,0,0
825,1.12879070632656,0,0
826,1.24176692648369,0,0
827,1.23225968752851,0,0
828,1.22289692145552,0,0
829,1.21367535996253,0,0
830,1.20459183259134,0,0
831,1.19574271921356,0,0
832,1.18720720654085,0,0
833,1.17879268746357,0,0
834,1.17049660740389,0,0
835,1.16243363202224,0,0
836,1.1544836068557,0,0
837,1.14664158541899,0,0
838,1.13890538166145,0,0
839,1.13127286813278,0,0
840,1.12374197403249,0,0
841,1.11631068333681,0,0
842,1.10897703299938,0,0
843,1.10253037054361,0,0
844,1.09650417975359,0,0
845,0.831769231449467,0.124351516209292,0.13732959793422
846,0.565902335344227,0.467952603069212,0.0621550008987024
847,1.22923317055216,0,0
848,1.21991616536432,0,0
849,1.0413391670792,0.14531083672302,0
850,1.20169953876313,0,0
851,1.19279373087871,0,0
852,1.18401895399344,0,0
853,1.17537799066475,0,0
854,1.16716731798655,0,0
855,1.15915263568759,0,0
856,1.15124727285121,0,0
857,1.14344900796825,0,0
858,1.13575567931635,0,0
859,1.12816518296218,0,0
860,1.12067547084315,0,0
861,1.11328454892503,0,0
862,1.10599047543206,0,0
863,1.09879135914611,0,0
864,1.09168535777192,0,0
865,1.08467067636526,0,0
866,1.07774556582141,0,0
867,1.07170809617641,0,0
868,1.06601326120497,0,0
869,1.05441233775544,0.147100507052128,0
870,1.2003589587462,0,0
871,1.19141726500199,0,0
872,1.18260780286924,0,0
873,1.17392766067466,0,0
874,1.16537401160684,0,0
875,1.15694411064695,0,0
876,1.14865291729125,0,0
877,1.14072358235686,0,0
878,1.13297485498573,0,0
879,1.12533068873525,0,0
880,1.1177889813717,0,0
881,1.11034768664095,0,0
882,1.10301996070315,0,0
883,1.09585933866324,0,0
884,1.08879108809658,0,0
885,1.08181343308046,0,0
886,1.07492464292716,0,0
887,1.06812303075286,0,0
888,1.06140695210047,0,0
889,1.05477480361413,0,0
890,1.0482250217631,0,0
891,1.04256228606142,0,0
892,1.03717220983916,0,0
893,1.20581589120646,0,0
894,1.16437900459812,0,0
895,1.15596344057047,0,0
896,1.14766865083663,0,0
897,1.13949205401728,0,0
898,1.13143114177713,0,0
899,1.12350515632692,0,0
900,1.11575371036546,0,0
901,1.10833939932292,0,0
902,1.10102297569738,0,0
903,1.09380251366423,0,0
904,1.08667613758765,0,0
905,1.07964202039619,0,0
906,1.07269838202113,0,0
907,1.0658434878946,0,0
908,1.05907564750508,0,0
909,1.05239321300738,0,0
910,1.0457945778851,0,0
911,1.03927817566303,0,0
912,1.0328424786673,0,0
913,1.02648599683148,0,0
914,1.02027855734783,0,0
915,1.0149597838139,0,0
916,1.00985566938533,0,0
917,1.00519068699386,0.0648061588601986,0.0557199779672646
918,1.13049322881326,0,0
919,1.12255868825036,0,0
920,1.11473475098726,0,0
921,1.10701912040354,0,0
922,1.09943493756073,0,0
923,1.09199189305219,0,0
924,1.08475249284827,0,0
925,1.07774317702322,0,0
926,1.07082386344582,0,0
927,1.06399282968043,0,0
928,1.05724839696408,0,0
929,1.05058892883105,0,0
930,1.04401282978902,0,0
931,1.03751854404476,0,0
932,1.031104554277,0,0
933,1.02476938045453,0,0
934,1.01851157869769,0,0
935,1.01232974018121,0,0
936,1.00622249007684,0,0
937,1.00034626708161,0,0
938,0.994632914531194,0,0
939,0.989369980141551,0,0
940,0.984284543865932,0,0
941,0.930625949339159,0.212486283950748,0
942,1.09852396734033,0,0
943,1.09103035651091,0,0
944,1.08363828873898,0,0
945,1.07637445714207,0,0
946,1.06923935839529,0,0
