DMU,peer1,peer2,peer3,peer4,peer5
983,635,800,1153,NA,NA
984,635,800,1153,NA,NA
985,635,800,1153,NA,NA
986,635,800,1153,NA,NA
987,635,800,1153,NA,NA
988,635,1153,1565,NA,NA
989,635,1565,1793,NA,NA
990,990,NA,NA,NA,NA
991,991,NA,NA,NA,NA
992,800,991,1171,NA,NA
993,800,991,1171,NA,NA
994,800,991,1171,NA,NA
995,800,991,1171,NA,NA
996,800,991,1171,NA,NA
997,800,991,1171,NA,NA
998,800,991,1171,NA,NA
999,635,800,1153,NA,NA
1000,635,800,1153,NA,NA
1001,635,800,1153,NA,NA
1002,635,800,1153,NA,NA
1003,635,800,1153,NA,NA
1004,635,800,1153,NA,NA
1005,635,800,1153,NA,NA
1006,635,800,1153,NA,NA
1007,635,800,1153,NA,NA
1008,370,635,793,NA,NA
1009,1009,NA,NA,NA,NA
1010,845,991,1171,1187,NA
1011,845,991,1171,NA,NA
1012,800,845,991,NA,NA
1013,800,845,991,NA,NA
1014,800,845,991,NA,NA
1015,800,845,991,NA,NA
1016,800,845,991,NA,NA
1017,659,800,845,NA,NA
1018,659,800,845,NA,NA
1019,659,800,845,NA,NA
1020,635,659,800,NA,NA
1021,635,659,800,NA,NA
1022,635,659,800,NA,NA
1023,635,659,800,NA,NA
1024,635,659,800,NA,NA
1025,635,659,800,NA,NA
1026,635,659,800,NA,NA
1027,371,635,659,NA,NA
1028,371,635,659,NA,NA
1029,371,635,659,NA,NA
1030,370,371,635,NA,NA
1031,1031,NA,NA,NA,NA
1032,845,846,1009,1207,NA
1033,845,991,1171,NA,NA
1034,800,845,991,NA,NA
1035,800,845,991,NA,NA
1036,800,845,991,NA,NA
1037,659,800,845,NA,NA
1038,659,800,845,NA,NA
1039,659,800,845,NA,NA
1040,659,800,845,NA,NA
1041,659,800,845,NA,NA
1042,635,659,800,NA,NA
1043,635,659,800,NA,NA
1044,635,659,800,NA,NA
1045,635,659,800,NA,NA
1046,371,635,659,NA,NA
1047,371,635,659,NA,NA
1048,371,635,659,NA,NA
1049,371,635,659,NA,NA
1050,371,635,659,NA,NA
1051,371,635,659,NA,NA
1052,371,635,659,NA,NA
1053,371,635,659,NA,NA
1054,370,371,635,NA,NA
1055,1055,NA,NA,NA,NA
1056,800,845,991,NA,NA
1057,659,800,845,NA,NA
1058,659,800,845,NA,NA
1059,659,800,845,NA,NA
1060,659,800,845,NA,NA
1061,659,800,845,NA,NA
1062,659,800,845,NA,NA
1063,659,800,845,NA,NA
1064,635,659,800,NA,NA
1065,635,659,800,NA,NA
1066,371,635,659,NA,NA
1067,371,635,659,NA,NA
1068,371,635,659,NA,NA
1069,371,635,659,NA,NA
1070,371,635,659,NA,NA
1071,371,635,659,NA,NA
1072,371,635,659,NA,NA
1073,371,635,659,NA,NA
1074,371,635,659,NA,NA
1075,371,635,659,NA,NA
1076,371,635,659,NA,NA
1077,371,635,659,NA,NA
1078,370,371,635,NA,NA
1079,1079,NA,NA,NA,NA
1080,423,659,845,NA,NA
1081,423,659,845,NA,NA
1082,423,659,845,NA,NA
1083,423,659,845,NA,NA
1084,423,659,845,NA,NA
1085,423,659,845,NA,NA
1086,423,659,845,NA,NA
1087,301,371,659,NA,NA
1088,301,371,659,NA,NA
1089,301,371,659,NA,NA
1090,301,371,659,NA,NA
1091,371,635,659,NA,NA
1092,371,635,659,NA,NA
1093,371,635,659,NA,NA
1094,371,635,659,NA,NA
1095,371,635,659,NA,NA
1096,371,635,659,NA,NA
1097,371,635,659,NA,NA
1098,371,635,659,NA,NA
1099,371,635,659,NA,NA
1100,371,635,659,NA,NA
1101,371,635,659,NA,NA
1102,370,371,635,NA,NA
1103,1103,NA,NA,NA,NA
1104,423,659,845,NA,NA
1105,423,659,845,NA,NA
1106,423,659,845,NA,NA
1107,423,659,845,NA,NA
1108,423,659,845,NA,NA
1109,423,659,845,NA,NA
1110,301,423,659,NA,NA
1111,301,371,659,NA,NA
1112,301,371,659,NA,NA
1113,301,371,659,NA,NA
1114,301,371,659,NA,NA
1115,301,371,659,NA,NA
1116,301,371,659,NA,NA
1117,301,371,659,NA,NA
1118,301,371,659,NA,NA
1119,301,371,659,NA,NA
1120,301,371,659,NA,NA
1121,301,371,659,NA,NA
1122,371,635,659,NA,NA
1123,371,635,659,NA,NA
1124,371,635,659,NA,NA
1125,371,635,659,NA,NA
1126,370,371,635,NA,NA
1127,941,1327,NA,NA,NA
1128,423,659,845,NA,NA
1129,423,659,845,NA,NA
1130,423,659,845,NA,NA
1131,423,659,845,NA,NA
1132,423,659,845,NA,NA
1133,301,423,659,NA,NA
1134,301,423,659,NA,NA
1135,301,371,659,NA,NA
1136,301,371,659,NA,NA
1137,301,371,659,NA,NA
1138,301,371,659,NA,NA
1139,301,371,659,NA,NA
1140,301,371,659,NA,NA
1141,301,371,659,NA,NA
1142,301,371,659,NA,NA
1143,301,371,659,NA,NA
1144,301,371,659,NA,NA
1145,301,371,659,NA,NA
1146,301,371,659,NA,NA
1147,301,371,659,NA,NA
1148,301,371,659,NA,NA
1149,188,301,371,NA,NA
1150,175,179,371,NA,NA
1151,1151,NA,NA,NA,NA
1152,1152,NA,NA,NA,NA
1153,800,1153,1356,NA,NA
1154,635,800,1153,1351,NA
1155,635,800,1153,1351,NA
1156,635,1153,1351,1565,NA
1157,635,1153,1565,NA,NA
1158,1158,NA,NA,NA,NA
1159,1159,NA,NA,NA,NA
1160,800,1171,1356,NA,NA
1161,800,1171,1356,2033,NA
1162,800,1153,1356,NA,NA
1163,800,1153,1356,NA,NA
1164,635,800,1153,NA,NA
1165,635,800,1153,NA,NA
1166,635,1153,1565,NA,NA
1167,635,1153,1565,NA,NA
1168,635,1153,1565,NA,NA
1169,635,1565,1793,NA,NA
1170,1170,NA,NA,NA,NA
1171,1171,NA,NA,NA,NA
1172,800,1171,1356,NA,NA
1173,800,1171,1356,NA,NA
1174,800,1171,1356,NA,NA
1175,800,1171,1356,NA,NA
1176,800,1171,1356,NA,NA
1177,800,1171,1356,NA,NA
1178,800,1153,1356,NA,NA
1179,635,800,1153,NA,NA
1180,635,800,1153,NA,NA
1181,635,800,1153,NA,NA
1182,635,800,1153,NA,NA
1183,635,800,1153,NA,NA
1184,635,1153,1565,NA,NA
1185,635,1153,1565,NA,NA
1186,1186,NA,NA,NA,NA
1187,1187,NA,NA,NA,NA
1188,845,1171,1187,1398,NA
1189,845,1171,1398,NA,NA
1190,845,991,1171,NA,NA
1191,800,991,1171,NA,NA
1192,800,991,1171,NA,NA
1193,800,991,1171,NA,NA
1194,800,991,1171,NA,NA
1195,800,1171,1356,NA,NA
1196,800,1171,1356,NA,NA
1197,800,1171,1356,NA,NA
1198,800,1153,1356,NA,NA
1199,635,800,1153,NA,NA
1200,635,800,1153,NA,NA
1201,635,800,1153,NA,NA
1202,635,800,1153,NA,NA
1203,635,800,1153,NA,NA
1204,635,800,1153,NA,NA
1205,635,800,1153,NA,NA
1206,635,1153,1565,NA,NA
1207,845,1207,NA,NA,NA
1208,845,1171,1398,NA,NA
1209,845,1171,1398,NA,NA
1210,845,1171,1398,NA,NA
1211,845,1171,1398,NA,NA
1212,845,1171,1398,NA,NA
1213,845,991,1171,NA,NA
1214,800,991,1171,NA,NA
1215,800,991,1171,NA,NA
1216,800,991,1171,NA,NA
1217,800,991,1171,NA,NA
1218,800,991,1171,NA,NA
1219,800,991,1171,NA,NA
1220,800,991,1171,NA,NA
1221,800,991,1171,NA,NA
1222,635,800,1153,NA,NA
1223,635,800,1153,NA,NA
1224,635,800,1153,NA,NA
1225,635,800,1153,NA,NA
1226,635,800,1153,NA,NA
1227,635,800,1153,NA,NA
1228,635,800,1153,NA,NA
1229,635,800,1153,NA,NA
1230,635,800,1153,NA,NA
1231,1231,NA,NA,NA,NA
1232,845,1171,1398,NA,NA
1233,845,1171,1398,NA,NA
1234,845,1171,1398,NA,NA
1235,845,991,1171,NA,NA
1236,800,845,991,NA,NA
1237,800,845,991,NA,NA
1238,800,845,991,NA,NA
1239,800,845,991,NA,NA
1240,800,845,991,NA,NA
1241,800,845,991,NA,NA
1242,659,800,845,NA,NA
1243,659,800,845,NA,NA
1244,659,800,845,NA,NA
1245,635,659,800,NA,NA
1246,635,659,800,NA,NA
1247,635,659,800,NA,NA
1248,635,659,800,NA,NA
1249,635,659,800,NA,NA
1250,635,659,800,NA,NA
1251,635,659,800,NA,NA
1252,371,635,659,NA,NA
1253,371,635,659,NA,NA
1254,371,635,659,NA,NA
1255,1255,NA,NA,NA,NA
1256,845,1171,1398,NA,NA
1257,845,1171,1398,NA,NA
1258,800,845,991,NA,NA
1259,800,845,991,NA,NA
1260,800,845,991,NA,NA
1261,800,845,991,NA,NA
1262,659,800,845,NA,NA
1263,659,800,845,NA,NA
1264,659,800,845,NA,NA
1265,659,800,845,NA,NA
1266,659,800,845,NA,NA
1267,635,659,800,NA,NA
1268,635,659,800,NA,NA
1269,635,659,800,NA,NA
1270,635,659,800,NA,NA
1271,635,659,800,NA,NA
1272,371,635,659,NA,NA
1273,371,635,659,NA,NA
1274,371,635,659,NA,NA
1275,371,635,659,NA,NA
1276,371,635,659,NA,NA
1277,371,635,659,NA,NA
1278,371,635,659,NA,NA
1279,471,941,1255,1493,NA
1280,845,991,1171,NA,NA
1281,800,845,991,NA,NA
1282,659,800,845,NA,NA
1283,659,800,845,NA,NA
1284,659,800,845,NA,NA
1285,659,800,845,NA,NA
1286,659,800,845,NA,NA
1287,659,800,845,NA,NA
1288,659,800,845,NA,NA
1289,635,659,800,NA,NA
1290,635,659,800,NA,NA
1291,635,659,800,NA,NA
1292,371,635,659,NA,NA
1293,371,635,659,NA,NA
1294,371,635,659,NA,NA
1295,371,635,659,NA,NA
1296,371,635,659,NA,NA
1297,371,635,659,NA,NA
1298,371,635,659,NA,NA
1299,371,635,659,NA,NA
1300,371,635,659,NA,NA
1301,371,635,659,NA,NA
1302,371,635,659,NA,NA
1303,769,1103,1255,1517,NA
1304,423,659,845,NA,NA
1305,423,659,845,NA,NA
1306,423,659,845,NA,NA
1307,423,659,845,NA,NA
1308,423,659,845,NA,NA
1309,423,659,845,NA,NA
1310,423,659,845,NA,NA
1311,423,659,845,NA,NA
1312,301,371,659,NA,NA
1313,301,371,659,NA,NA
1314,371,635,659,NA,NA
1315,371,635,659,NA,NA
1316,371,635,659,NA,NA
1317,371,635,659,NA,NA
1318,371,635,659,NA,NA
1319,371,635,659,NA,NA
1320,371,635,659,NA,NA
1321,371,635,659,NA,NA
1322,371,635,659,NA,NA
1323,371,635,659,NA,NA
1324,371,635,659,NA,NA
1325,371,635,659,NA,NA
1326,371,635,659,NA,NA
1327,1327,NA,NA,NA,NA
1328,423,659,845,NA,NA
1329,423,659,845,NA,NA
1330,423,659,845,NA,NA
1331,423,659,845,NA,NA
1332,423,659,845,NA,NA
1333,423,659,845,NA,NA
1334,423,659,845,NA,NA
1335,301,423,659,NA,NA
1336,301,371,659,NA,NA
1337,301,371,659,NA,NA
1338,301,371,659,NA,NA
1339,301,371,659,NA,NA
1340,301,371,659,NA,NA
1341,301,371,659,NA,NA
1342,301,371,659,NA,NA
1343,301,371,659,NA,NA
1344,301,371,659,NA,NA
1345,371,635,659,NA,NA
1346,371,635,659,NA,NA
1347,371,635,659,NA,NA
1348,371,635,659,NA,NA
1349,371,635,659,NA,NA
1350,371,635,659,NA,NA
1351,635,800,1153,1351,1356
1352,635,1153,1565,NA,NA
1353,635,1351,1565,2033,NA
1354,635,1565,1793,2033,NA
1355,1355,NA,NA,NA,NA
1356,1171,1356,1587,NA,NA
1357,1153,1356,1565,NA,NA
1358,800,1351,1356,2033,NA
1359,1153,1356,1565,NA,NA
1360,1153,1356,1565,NA,NA
1361,635,800,1153,1351,NA
1362,635,1153,1565,NA,NA
1363,635,1153,1565,NA,NA
1364,635,1565,1793,NA,NA
1365,1365,NA,NA,NA,NA
1366,800,1171,1356,1587,2044
1367,1171,1356,1587,NA,NA
1368,1171,1356,1587,NA,NA
1369,800,1171,1356,NA,NA
1370,800,1171,1356,NA,NA
1371,800,1153,1356,NA,NA
1372,800,1153,1356,NA,NA
1373,800,1153,1356,NA,NA
1374,635,800,1153,NA,NA
1375,635,1153,1565,NA,NA
1376,635,1153,1565,NA,NA
1377,635,1153,1565,NA,NA
1378,635,1153,1565,NA,NA
1379,635,1565,1793,NA,NA
1380,1171,1398,1587,NA,NA
1381,1171,1356,1587,1842,NA
1382,1171,1356,1587,1842,NA
1383,1171,1356,1587,NA,NA
1384,1171,1356,1587,NA,NA
1385,800,1171,1356,NA,NA
1386,800,1171,1356,NA,NA
1387,800,1171,1356,NA,NA
1388,800,1171,1356,NA,NA
1389,800,1153,1356,NA,NA
1390,800,1153,1356,NA,NA
1391,800,1153,1356,NA,NA
1392,635,800,1153,NA,NA
1393,635,800,1153,NA,NA
1394,635,800,1153,NA,NA
1395,635,1153,1565,NA,NA
1396,635,1153,1565,NA,NA
1397,635,1153,1565,NA,NA
1398,1398,1842,NA,NA,NA
1399,1399,NA,NA,NA,NA
1400,1187,1398,1587,1842,NA
1401,1171,1187,1398,1587,NA
1402,845,1171,1398,NA,NA
1403,845,1171,1398,NA,NA
1404,845,1171,1398,NA,NA
1405,845,1171,1398,NA,NA
1406,800,1171,1356,NA,NA
1407,800,1171,1356,NA,NA
1408,800,1171,1356,NA,NA
1409,800,1171,1356,NA,NA
1410,800,1171,1356,NA,NA
1411,800,1171,1356,NA,NA
1412,800,1153,1356,NA,NA
1413,800,1153,1356,NA,NA
1414,635,800,1153,NA,NA
1415,635,800,1153,NA,NA
1416,635,800,1153,NA,NA
1417,635,800,1153,NA,NA
1418,635,800,1153,NA,NA
1419,635,1153,1565,NA,NA
1420,635,1153,1565,NA,NA
1421,1421,NA,NA,NA,NA
1422,845,1171,1398,NA,NA
1423,845,1171,1398,NA,NA
1424,845,1171,1398,NA,NA
1425,845,1171,1398,NA,NA
1426,845,1171,1398,NA,NA
1427,845,1171,1398,NA,NA
1428,845,991,1171,NA,NA
1429,800,991,1171,NA,NA
1430,800,991,1171,NA,NA
1431,800,991,1171,NA,NA
1432,800,991,1171,NA,NA
1433,800,1171,1356,NA,NA
1434,800,1171,1356,NA,NA
1435,800,1171,1356,NA,NA
1436,800,1171,1356,NA,NA
1437,800,1153,1356,NA,NA
1438,635,800,1153,NA,NA
1439,635,800,1153,NA,NA
1440,635,800,1153,NA,NA
1441,635,800,1153,NA,NA
1442,635,800,1153,NA,NA
1443,635,800,1153,NA,NA
1444,635,800,1153,NA,NA
1445,1445,NA,NA,NA,NA
1446,845,1171,1398,NA,NA
1447,845,1171,1398,NA,NA
1448,845,1171,1398,NA,NA
1449,845,1171,1398,NA,NA
1450,845,1171,1398,NA,NA
1451,845,991,1171,NA,NA
1452,800,991,1171,NA,NA
1453,800,991,1171,NA,NA
1454,800,991,1171,NA,NA
1455,800,991,1171,NA,NA
1456,800,991,1171,NA,NA
1457,800,991,1171,NA,NA
1458,800,991,1171,NA,NA
1459,800,991,1171,NA,NA
1460,800,991,1171,NA,NA
1461,635,800,1153,NA,NA
1462,635,800,1153,NA,NA
1463,635,800,1153,NA,NA
1464,635,800,1153,NA,NA
1465,635,800,1153,NA,NA
1466,635,800,1153,NA,NA
1467,635,800,1153,NA,NA
1468,635,800,1153,NA,NA
1469,1469,NA,NA,NA,NA
1470,845,1171,1398,NA,NA
1471,845,1171,1398,NA,NA
1472,845,1171,1398,NA,NA
1473,845,1171,1398,NA,NA
1474,845,991,1171,NA,NA
1475,800,845,991,NA,NA
1476,800,845,991,NA,NA
1477,800,845,991,NA,NA
1478,800,845,991,NA,NA
1479,800,845,991,NA,NA
1480,800,845,991,NA,NA
1481,800,845,991,NA,NA
1482,659,800,845,NA,NA
1483,659,800,845,NA,NA
1484,635,659,800,NA,NA
1485,635,659,800,NA,NA
1486,635,659,800,NA,NA
1487,635,659,800,NA,NA
1488,635,659,800,NA,NA
1489,635,659,800,NA,NA
1490,635,659,800,NA,NA
1491,635,659,800,NA,NA
1492,371,635,659,NA,NA
1493,1493,NA,NA,NA,NA
1494,845,1171,1398,NA,NA
1495,845,1171,1398,NA,NA
1496,845,991,1171,NA,NA
1497,800,845,991,NA,NA
1498,800,845,991,NA,NA
1499,800,845,991,NA,NA
1500,800,845,991,NA,NA
1501,659,800,845,NA,NA
1502,659,800,845,NA,NA
1503,659,800,845,NA,NA
1504,659,800,845,NA,NA
1505,659,800,845,NA,NA
1506,635,659,800,NA,NA
1507,635,659,800,NA,NA
1508,635,659,800,NA,NA
1509,635,659,800,NA,NA
1510,635,659,800,NA,NA
1511,635,659,800,NA,NA
1512,371,635,659,NA,NA
1513,371,635,659,NA,NA
1514,371,635,659,NA,NA
1515,371,635,659,NA,NA
1516,371,635,659,NA,NA
1517,1517,NA,NA,NA,NA
1518,845,1171,1398,NA,NA
1519,800,845,991,NA,NA
1520,800,845,991,NA,NA
1521,659,800,845,NA,NA
1522,659,800,845,NA,NA
1523,659,800,845,NA,NA
1524,659,800,845,NA,NA
1525,659,800,845,NA,NA
1526,659,800,845,NA,NA
1527,659,800,845,NA,NA
1528,635,659,800,NA,NA
1529,635,659,800,NA,NA
1530,635,659,800,NA,NA
1531,371,635,659,NA,NA
1532,371,635,659,NA,NA
1533,371,635,659,NA,NA
1534,371,635,659,NA,NA
1535,371,635,659,NA,NA
1536,371,635,659,NA,NA
1537,371,635,659,NA,NA
1538,371,635,659,NA,NA
1539,371,635,659,NA,NA
1540,371,635,659,NA,NA
1541,1541,NA,NA,NA,NA
1542,423,659,845,NA,NA
1543,423,659,845,NA,NA
1544,423,659,845,NA,NA
1545,423,659,845,NA,NA
1546,423,659,845,NA,NA
1547,423,659,845,NA,NA
1548,423,659,845,NA,NA
1549,659,800,845,NA,NA
1550,659,800,845,NA,NA
1551,371,635,659,NA,NA
1552,371,635,659,NA,NA
1553,371,635,659,NA,NA
1554,371,635,659,NA,NA
1555,371,635,659,NA,NA
1556,371,635,659,NA,NA
1557,371,635,659,NA,NA
1558,371,635,659,NA,NA
1559,371,635,659,NA,NA
1560,371,635,659,NA,NA
1561,371,635,659,NA,NA
1562,371,635,659,NA,NA
1563,371,635,659,NA,NA
1564,371,635,659,NA,NA
1565,635,1565,1793,NA,NA
1566,635,1565,1793,NA,NA
1567,1567,NA,NA,NA,NA
1568,1356,1565,2033,2044,NA
1569,1351,1356,1565,2033,NA
1570,636,1842,2033,NA,NA
1571,1153,1356,1565,NA,NA
1572,635,1153,1351,1565,NA
1573,635,1565,1793,2033,NA
1574,635,1565,1793,NA,NA
1575,1575,NA,NA,NA,NA
1576,1356,1587,2044,NA,NA
1577,1171,1356,1842,2033,NA
1578,1171,1356,1842,2033,NA
1579,1356,1565,2044,NA,NA
1580,1153,1356,1565,NA,NA
1581,1153,1356,1565,NA,NA
1582,1153,1356,1565,NA,NA
1583,635,1153,1565,NA,NA
1584,635,1153,1565,NA,NA
1585,635,1153,1565,NA,NA
1586,635,1565,1793,NA,NA
1587,1587,NA,NA,NA,NA
1588,1171,1356,1587,1842,NA
1589,1171,1356,1842,2033,NA
1590,1171,1356,1587,NA,NA
1591,1171,1356,1587,NA,NA
1592,1171,1356,1587,NA,NA
1593,1171,1356,1587,NA,NA
1594,1171,1356,1587,NA,NA
1595,800,1153,1356,NA,NA
1596,1153,1356,1565,NA,NA
1597,1153,1356,1565,NA,NA
1598,1153,1356,1565,NA,NA
1599,1153,1356,1565,NA,NA
1600,635,1153,1565,NA,NA
1601,635,1153,1565,NA,NA
1602,635,1153,1565,NA,NA
1603,635,1153,1565,NA,NA
1604,1604,1842,2044,NA,NA
1605,1398,1587,1604,1842,NA
1606,1187,1398,1587,1842,NA
1607,1171,1398,1587,NA,NA
1608,1171,1398,1587,NA,NA
1609,1171,1356,1587,NA,NA
1610,1171,1356,1587,NA,NA
1611,1171,1356,1587,NA,NA
1612,1171,1356,1587,NA,NA
1613,1171,1356,1587,NA,NA
1614,800,1171,1356,NA,NA
1615,800,1171,1356,NA,NA
1616,800,1171,1356,NA,NA
1617,800,1153,1356,NA,NA
1618,800,1153,1356,NA,NA
1619,800,1153,1356,NA,NA
1620,635,800,1153,NA,NA
1621,635,1153,1565,NA,NA
1622,635,1153,1565,NA,NA
1623,635,1153,1565,NA,NA
1624,635,1153,1565,NA,NA
1625,1207,2095,NA,NA,NA
1626,845,1009,1398,1842,NA
1627,1398,1587,1604,1842,NA
1628,1187,1398,1587,1842,NA
1629,1171,1398,1587,NA,NA
1630,1171,1398,1587,NA,NA
1631,1171,1398,1587,NA,NA
1632,1171,1398,1587,NA,NA
1633,1171,1398,1587,NA,NA
1634,1171,1356,1587,NA,NA
1635,1171,1356,1587,NA,NA
1636,800,1171,1356,NA,NA
1637,800,1171,1356,NA,NA
1638,800,1171,1356,NA,NA
1639,800,1171,1356,NA,NA
1640,800,1171,1356,NA,NA
1641,800,1153,1356,NA,NA
1642,800,1153,1356,NA,NA
1643,800,1153,1356,NA,NA
1644,635,800,1153,NA,NA
1645,635,800,1153,NA,NA
1646,635,800,1153,NA,NA
1647,635,1153,1565,NA,NA
1648,635,1153,1565,NA,NA
1649,1649,NA,NA,NA,NA
1650,845,1207,1398,1842,NA
1651,845,1171,1398,NA,NA
1652,845,1171,1398,NA,NA
1653,845,1171,1398,NA,NA
1654,845,1171,1398,NA,NA
1655,845,1171,1398,NA,NA
1656,845,1171,1398,NA,NA
1657,845,1171,1398,NA,NA
1658,800,991,1171,NA,NA
1659,800,1171,1356,NA,NA
1660,800,1171,1356,NA,NA
1661,800,1171,1356,NA,NA
1662,800,1171,1356,NA,NA
1663,800,1171,1356,NA,NA
1664,800,1171,1356,NA,NA
1665,800,1153,1356,NA,NA
1666,800,1153,1356,NA,NA
1667,635,800,1153,NA,NA
1668,635,800,1153,NA,NA
1669,635,800,1153,NA,NA
1670,635,800,1153,NA,NA
1671,635,800,1153,NA,NA
1672,635,800,1153,NA,NA
1673,1673,NA,NA,NA,NA
1674,845,1171,1398,NA,NA
1675,845,1171,1398,NA,NA
1676,845,1171,1398,NA,NA
1677,845,1171,1398,NA,NA
1678,845,1171,1398,NA,NA
1679,845,1171,1398,NA,NA
1680,845,1171,1398,NA,NA
1681,845,991,1171,NA,NA
1682,800,991,1171,NA,NA
1683,800,991,1171,NA,NA
1684,800,991,1171,NA,NA
1685,800,991,1171,NA,NA
1686,800,1171,1356,NA,NA
1687,800,1171,1356,NA,NA
1688,800,1171,1356,NA,NA
1689,800,1171,1356,NA,NA
1690,800,1153,1356,NA,NA
1691,635,800,1153,NA,NA
1692,635,800,1153,NA,NA
1693,635,800,1153,NA,NA
1694,635,800,1153,NA,NA
1695,635,800,1153,NA,NA
1696,635,800,1153,NA,NA
1697,1255,1493,1673,2191,NA
1698,845,1171,1398,NA,NA
1699,845,1171,1398,NA,NA
1700,845,1171,1398,NA,NA
1701,845,1171,1398,NA,NA
1702,845,1171,1398,NA,NA
1703,845,991,1171,NA,NA
1704,845,991,1171,NA,NA
1705,800,991,1171,NA,NA
1706,800,991,1171,NA,NA
1707,800,991,1171,NA,NA
1708,800,991,1171,NA,NA
1709,800,991,1171,NA,NA
1710,800,991,1171,NA,NA
1711,800,991,1171,NA,NA
1712,800,991,1171,NA,NA
1713,800,1171,1356,NA,NA
1714,635,800,1153,NA,NA
1715,635,800,1153,NA,NA
1716,635,800,1153,NA,NA
1717,635,800,1153,NA,NA
1718,635,800,1153,NA,NA
1719,635,800,1153,NA,NA
1720,635,800,1153,NA,NA
1721,1721,NA,NA,NA,NA
1722,845,1171,1398,NA,NA
1723,845,1171,1398,NA,NA
1724,845,1171,1398,NA,NA
1725,845,1171,1398,NA,NA
1726,845,991,1171,NA,NA
1727,800,845,991,NA,NA
1728,800,845,991,NA,NA
1729,800,845,991,NA,NA
1730,800,845,991,NA,NA
1731,800,845,991,NA,NA
1732,800,845,991,NA,NA
1733,800,845,991,NA,NA
1734,800,845,991,NA,NA
1735,659,800,845,NA,NA
1736,659,800,845,NA,NA
1737,635,659,800,NA,NA
1738,635,659,800,NA,NA
1739,635,659,800,NA,NA
1740,635,659,800,NA,NA
1741,635,659,800,NA,NA
1742,635,659,800,NA,NA
1743,635,659,800,NA,NA
1744,635,659,800,NA,NA
1745,1493,1517,1985,2009,NA
1746,845,1171,1398,NA,NA
1747,845,1171,1398,NA,NA
1748,845,1171,1398,NA,NA
1749,800,845,991,NA,NA
1750,800,845,991,NA,NA
1751,800,845,991,NA,NA
1752,800,845,991,NA,NA
1753,800,845,991,NA,NA
1754,659,800,845,NA,NA
1755,659,800,845,NA,NA
1756,659,800,845,NA,NA
1757,659,800,845,NA,NA
1758,659,800,845,NA,NA
1759,635,659,800,NA,NA
1760,635,659,800,NA,NA
1761,635,659,800,NA,NA
1762,635,659,800,NA,NA
1763,635,659,800,NA,NA
1764,635,659,800,NA,NA
1765,371,635,659,NA,NA
1766,371,635,659,NA,NA
1767,371,635,659,NA,NA
1768,371,635,659,NA,NA
1769,1541,2009,NA,NA,NA
1770,845,1171,1398,NA,NA
1771,845,991,1171,NA,NA
1772,800,845,991,NA,NA
1773,800,845,991,NA,NA
1774,659,800,845,NA,NA
1775,659,800,845,NA,NA
1776,659,800,845,NA,NA
1777,659,800,845,NA,NA
1778,659,800,845,NA,NA
1779,659,800,845,NA,NA
1780,659,800,845,NA,NA
1781,635,659,800,NA,NA
1782,635,659,800,NA,NA
1783,635,659,800,NA,NA
1784,635,659,800,NA,NA
1785,371,635,659,NA,NA
1786,371,635,659,NA,NA
1787,371,635,659,NA,NA
1788,371,635,659,NA,NA
1789,371,635,659,NA,NA
1790,371,635,659,NA,NA
1791,371,635,659,NA,NA
1792,371,635,659,NA,NA
1793,1565,1793,2033,2044,NA
1794,1565,1793,2044,NA,NA
1795,1356,1565,2033,2044,NA
1796,1565,1793,2044,NA,NA
1797,1565,1793,2044,NA,NA
1798,635,1565,1793,NA,NA
1799,1356,2033,2036,2044,NA
1800,1356,1565,2044,NA,NA
1801,1171,1356,1842,2033,NA
1802,636,1842,2033,NA,NA
1803,800,1171,1356,2033,NA
1804,1356,1565,2044,NA,NA
1805,1356,1565,2044,NA,NA
1806,1356,1565,2044,NA,NA
1807,635,1153,1565,NA,NA
1808,635,1565,1793,NA,NA
1809,1587,1842,2033,2036,NA
1810,1587,1842,2033,2036,NA
1811,1356,1587,2033,2036,NA
1812,1812,NA,NA,NA,NA
1813,1356,1565,2044,NA,NA
1814,1356,1565,2044,NA,NA
1815,1356,1565,2044,NA,NA
1816,1356,1565,2044,NA,NA
1817,1356,1565,2044,NA,NA
1818,1356,1565,2044,NA,NA
1819,1153,1356,1565,NA,NA
1820,1153,1356,1565,NA,NA
1821,635,1153,1565,NA,NA
1822,635,1153,1565,NA,NA
1823,1587,1604,1842,2044,2564
1824,1824,NA,NA,NA,NA
1825,1825,NA,NA,NA,NA
1826,1826,NA,NA,NA,NA
1827,1356,1587,2044,NA,NA
1828,1356,1587,2044,NA,NA
1829,1356,1587,2044,NA,NA
1830,1356,1587,2044,NA,NA
1831,1356,1587,2044,NA,NA
1832,1356,1587,2044,NA,NA
1833,1356,1565,2044,NA,NA
1834,1356,1565,2044,NA,NA
1835,1153,1356,1565,NA,NA
1836,1153,1356,1565,NA,NA
1837,1153,1356,1565,NA,NA
1838,1153,1356,1565,NA,NA
1839,635,1153,1565,NA,NA
1840,635,1153,1565,NA,NA
1841,635,1153,1565,NA,NA
1842,1842,NA,NA,NA,NA
1843,1587,1604,1842,NA,NA
1844,1587,1604,1842,NA,NA
1845,1587,1604,1842,NA,NA
1846,1587,1604,1842,NA,NA
1847,1587,1604,1842,NA,NA
1848,1398,1587,NA,NA,NA
1849,1171,1356,1587,NA,NA
1850,1171,1356,1587,NA,NA
