DMU,peer1,peer2,peer3,peer4,peer5
2660,1356,1565,2044,NA,NA
2661,1356,1565,2044,NA,NA
2662,1153,1356,1565,NA,NA
2663,2663,NA,NA,NA,NA
2664,1842,2095,2338,NA,NA
2665,1842,2044,2338,NA,NA
2666,1842,2044,2338,NA,NA
2667,1842,2044,2338,NA,NA
2668,1587,1842,2044,NA,NA
2669,2669,NA,NA,NA,NA
2670,2670,NA,NA,NA,NA
2671,2671,NA,NA,NA,NA
2672,2672,NA,NA,NA,NA
2673,1356,1587,2044,NA,NA
2674,1356,1587,2044,NA,NA
2675,1356,1587,2044,NA,NA
2676,1356,1587,2044,NA,NA
2677,1356,1587,2044,NA,NA
2678,1356,1587,2044,NA,NA
2679,1356,1587,2044,NA,NA
2680,1356,1565,2044,NA,NA
2681,1356,1565,2044,NA,NA
2682,1356,1565,2044,NA,NA
2683,1356,1565,2044,NA,NA
2684,1153,1356,1565,NA,NA
2685,1153,1356,1565,NA,NA
2686,1153,1356,1565,NA,NA
2687,239,2663,2711,NA,NA
2688,1842,2095,2338,NA,NA
2689,1842,2044,2338,NA,NA
2690,2690,NA,NA,NA,NA
2691,2691,NA,NA,NA,NA
2692,2692,NA,NA,NA,NA
2693,2693,NA,NA,NA,NA
2694,2694,NA,NA,NA,NA
2695,2695,NA,NA,NA,NA
2696,1356,1587,2044,NA,NA
2697,1356,1587,2044,NA,NA
2698,1356,1587,2044,NA,NA
2699,1356,1587,2044,NA,NA
2700,1356,1587,2044,NA,NA
2701,1356,1587,2044,NA,NA
2702,1356,1587,2044,NA,NA
2703,1356,1587,NA,NA,NA
2704,1171,1356,1587,NA,NA
2705,800,1153,1356,NA,NA
2706,1153,1356,1565,NA,NA
2707,1153,1356,1565,NA,NA
2708,1153,1356,1565,NA,NA
2709,1153,1356,1565,NA,NA
2710,1153,1356,1565,NA,NA
2711,2711,NA,NA,NA,NA
2712,1207,1842,2095,NA,NA
2713,1398,1604,1842,NA,NA
2714,1587,1604,1842,NA,NA
2715,1587,1604,1842,NA,NA
2716,1587,1604,1842,NA,NA
2717,1398,1587,1604,NA,NA
2718,1398,1587,NA,NA,NA
2719,1171,1398,1587,NA,NA
2720,1171,1398,1587,NA,NA
2721,1171,1356,1587,NA,NA
2722,1171,1356,1587,NA,NA
2723,1171,1356,1587,NA,NA
2724,1171,1356,1587,NA,NA
2725,1171,1356,1587,NA,NA
2726,1171,1356,1587,NA,NA
2727,800,1171,1356,NA,NA
2728,800,1171,1356,NA,NA
2729,800,1171,1356,NA,NA
2730,800,1153,1356,NA,NA
2731,800,1153,1356,NA,NA
2732,800,1153,1356,NA,NA
2733,800,1153,1356,NA,NA
2734,1153,NA,NA,NA,NA
2735,2735,NA,NA,NA,NA
2736,1207,1842,2095,NA,NA
2737,1398,1604,1842,NA,NA
2738,1398,1604,1842,NA,NA
2739,1398,1587,1604,NA,NA
2740,1171,1398,1587,NA,NA
2741,1171,1398,1587,NA,NA
2742,1171,1398,1587,NA,NA
2743,1171,1398,1587,NA,NA
2744,1171,1398,1587,NA,NA
2745,1171,1356,1587,NA,NA
2746,1171,1356,1587,NA,NA
2747,1171,1356,1587,NA,NA
2748,1171,1356,1587,NA,NA
2749,1171,1356,1587,NA,NA
2750,800,1171,1356,NA,NA
2751,800,1171,1356,NA,NA
2752,800,1171,1356,NA,NA
2753,800,1171,1356,NA,NA
2754,800,1153,1356,NA,NA
2755,800,1153,1356,NA,NA
2756,800,1153,1356,NA,NA
2757,800,1153,1356,NA,NA
2758,635,800,1153,NA,NA
2759,2759,NA,NA,NA,NA
2760,1207,1398,1842,NA,NA
2761,1398,1604,1842,NA,NA
2762,1398,1587,NA,NA,NA
2763,1171,1398,1587,NA,NA
2764,1171,1398,1587,NA,NA
2765,1171,1398,1587,NA,NA
2766,1171,1398,1587,NA,NA
2767,1171,1398,1587,NA,NA
2768,1171,1398,1587,NA,NA
2769,1171,1398,1587,NA,NA
2770,1171,1356,1587,NA,NA
2771,1171,1356,1587,NA,NA
2772,800,1171,1356,NA,NA
2773,800,1171,1356,NA,NA
2774,800,1171,1356,NA,NA
2775,800,1171,1356,NA,NA
2776,800,1171,1356,NA,NA
2777,800,1171,1356,NA,NA
2778,800,1153,1356,NA,NA
2779,800,1153,1356,NA,NA
2780,800,1153,1356,NA,NA
2781,635,800,1153,NA,NA
2782,635,800,1153,NA,NA
2783,2783,NA,NA,NA,NA
2784,1207,1398,1842,NA,NA
2785,845,1171,1398,NA,NA
2786,845,1171,1398,NA,NA
2787,845,1171,1398,NA,NA
2788,845,1171,1398,NA,NA
2789,845,1171,1398,NA,NA
2790,845,1171,1398,NA,NA
2791,845,1171,1398,NA,NA
2792,845,1171,1398,NA,NA
2793,845,1171,1398,NA,NA
2794,800,991,1171,NA,NA
2795,800,991,1171,NA,NA
2796,800,1171,1356,NA,NA
2797,800,1171,1356,NA,NA
2798,800,1171,1356,NA,NA
2799,800,1171,1356,NA,NA
2800,800,1171,1356,NA,NA
2801,800,1171,1356,NA,NA
2802,800,1171,1356,NA,NA
2803,800,1153,1356,NA,NA
2804,800,1153,1356,NA,NA
2805,635,800,1153,NA,NA
2806,635,800,1153,NA,NA
2807,2807,NA,NA,NA,NA
2808,845,1207,1398,NA,NA
2809,845,1171,1398,NA,NA
2810,845,1171,1398,NA,NA
2811,845,1171,1398,NA,NA
2812,845,1171,1398,NA,NA
2813,845,1171,1398,NA,NA
2814,845,1171,1398,NA,NA
2815,845,1171,1398,NA,NA
2816,845,1171,1398,NA,NA
2817,800,991,1171,NA,NA
2818,800,991,1171,NA,NA
2819,800,991,1171,NA,NA
2820,800,991,1171,NA,NA
2821,800,991,1171,NA,NA
2822,800,991,1171,NA,NA
2823,800,1171,1356,NA,NA
2824,800,1171,1356,NA,NA
2825,800,1171,1356,NA,NA
2826,800,1171,1356,NA,NA
2827,800,1153,1356,NA,NA
2828,635,800,1153,NA,NA
2829,635,800,1153,NA,NA
2830,635,800,1153,NA,NA
